routing,ts,type,attacker,attacker_ip,target,target_ip,proto,duration_sec,details,severity,is_anomaly,sim_hour
eigrp,1785390681.732093,syn_flood,home1,10.9.0.1,cdn2,10.4.0.2,tcp,9,port=80 count=179,critical,True,19.6
eigrp,1785390691.7328928,port_scan,home1,10.9.0.1,cdn2,10.4.0.2,tcp,9,ports=333-351,medium,True,19.8
eigrp,1785390700.7347074,ping_sweep,home1,10.9.0.1,cdn2,10.4.0.2,icmp,13,subnet=10.4.0.0/24,low,True,19.9
eigrp,1785390749.739734,slowloris,corp2,10.7.0.2,root1,10.1.0.1,tcp,12,slowloris_connections,high,True,20.7
eigrp,1785390823.546436,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,15,http_brute_force,high,True,22.0
eigrp,1785390830.5551088,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,14,ports=993-999,medium,True,22.1
eigrp,1785390844.5817204,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,11,port=8080 count=147,critical,True,22.3
eigrp,1785390895.667132,slowloris,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,3,slowloris_connections,high,True,23.2
eigrp,1785390915.9730334,slowloris,home1,10.9.0.1,cdn2,10.4.0.2,tcp,10,slowloris_connections,high,True,23.5
eigrp,1785390949.14791,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,11,port=22 count=51,critical,True,0.0
eigrp,1785390969.3337214,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,3,port=161 count=199,critical,True,0.4
eigrp,1785390989.3346033,syn_flood,home1,10.9.0.1,origin,10.5.0.1,tcp,6,port=8080 count=96,critical,True,0.7
eigrp,1785390997.3374171,syn_flood,home1,10.9.0.1,root1,10.1.0.1,tcp,2,port=8080 count=69,critical,True,0.8
eigrp,1785391007.872779,slowloris,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,8,slowloris_connections,high,True,1.0
eigrp,1785391014.666441,port_scan,home1,10.9.0.1,origin,10.5.0.1,tcp,6,ports=283-291,medium,True,1.1
eigrp,1785391048.11825,port_scan,mob1,10.8.0.1,origin,10.5.0.1,tcp,13,ports=144-158,medium,True,1.7
eigrp,1785391058.1753557,slowloris,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,13,slowloris_connections,high,True,1.9
eigrp,1785391080.1878843,slowloris,home2,10.9.0.2,origin,10.5.0.1,tcp,8,slowloris_connections,high,True,2.2
eigrp,1785391113.9977496,port_scan,corp1,10.7.0.1,root1,10.1.0.1,tcp,12,ports=605-620,medium,True,2.8
eigrp,1785391123.462118,port_scan,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,13,ports=53-59,medium,True,2.9
eigrp,1785391166.5927627,slowloris,mob1,10.8.0.1,origin,10.5.0.1,tcp,15,slowloris_connections,high,True,3.7
eigrp,1785391173.6064334,dns_amplify,mob1,10.8.0.1,root1,10.1.0.1,udp,14,dns_amplification,high,True,3.8
eigrp,1785391207.621457,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,9,http_brute_force,high,True,4.4
eigrp,1785391222.626288,port_scan,mob1,10.8.0.1,origin,10.5.0.1,tcp,2,ports=721-734,medium,True,4.6
eigrp,1785391239.6303654,udp_flood,corp1,10.7.0.1,cdn2,10.4.0.2,udp,8,port=53 count=200,critical,True,4.9
eigrp,1785391287.8657124,ping_sweep,mob2,10.8.0.2,origin,10.5.0.1,icmp,6,subnet=10.5.0.0/24,low,True,5.7
bgp,1785389555.6586964,udp_flood,corp1,10.7.0.1,cdn1,10.4.0.1,udp,6,port=161 count=126,critical,True,0.4
bgp,1785389582.786015,udp_flood,mob2,10.8.0.2,isp_gw,10.2.0.1,udp,3,port=161 count=62,critical,True,0.9
bgp,1785389594.8047452,port_scan,home1,10.9.0.1,cdn2,10.4.0.2,tcp,13,ports=28-37,medium,True,1.1
bgp,1785389618.8385258,syn_flood,home2,10.9.0.2,cdn1,10.4.0.1,tcp,12,port=443 count=65,critical,True,1.5
bgp,1785389644.8423674,port_scan,home1,10.9.0.1,cdn2,10.4.0.2,tcp,6,ports=438-445,medium,True,1.9
bgp,1785389652.8436573,ping_sweep,corp1,10.7.0.1,isp_gw,10.2.0.1,icmp,4,subnet=10.2.0.0/24,low,True,2.0
bgp,1785389664.8458116,port_scan,home1,10.9.0.1,origin,10.5.0.1,tcp,7,ports=315-332,medium,True,2.2
bgp,1785389682.9385,port_scan,corp1,10.7.0.1,origin,10.5.0.1,tcp,4,ports=777-795,medium,True,2.5
bgp,1785389714.939753,port_scan,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,5,ports=527-534,medium,True,3.1
bgp,1785389765.0825765,port_scan,home2,10.9.0.2,cdn2,10.4.0.2,tcp,5,ports=761-780,medium,True,3.9
bgp,1785389779.0832405,dns_amplify,mob1,10.8.0.1,isp_gw,10.2.0.1,udp,13,dns_amplification,high,True,4.1
bgp,1785389793.08381,udp_flood,mob2,10.8.0.2,root1,10.1.0.1,udp,2,port=53 count=99,critical,True,4.4
bgp,1785389824.2417908,udp_flood,home2,10.9.0.2,origin,10.5.0.1,udp,11,port=161 count=150,critical,True,4.9
bgp,1785389840.2424295,udp_flood,corp1,10.7.0.1,root1,10.1.0.1,udp,4,port=53 count=115,critical,True,5.1
bgp,1785389868.25649,slowloris,mob1,10.8.0.1,root1,10.1.0.1,tcp,5,slowloris_connections,high,True,5.6
bgp,1785389930.490144,syn_flood,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,5,port=443 count=188,critical,True,6.6
bgp,1785389966.098791,syn_flood,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,10,port=22 count=154,critical,True,7.2
bgp,1785389974.1460752,syn_flood,home1,10.9.0.1,root1,10.1.0.1,tcp,12,port=22 count=177,critical,True,7.4
bgp,1785390010.1505368,slowloris,mob1,10.8.0.1,isp_gw,10.2.0.1,tcp,12,slowloris_connections,high,True,8.0
bgp,1785390027.1522264,udp_flood,home1,10.9.0.1,cdn2,10.4.0.2,udp,14,port=1900 count=117,critical,True,8.3
bgp,1785390098.326975,udp_flood,home1,10.9.0.1,origin,10.5.0.1,udp,5,port=123 count=105,critical,True,9.4
bgp,1785390124.4097984,slowloris,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,10,slowloris_connections,high,True,9.9
bgp,1785390173.420151,ping_sweep,home2,10.9.0.2,root1,10.1.0.1,icmp,12,subnet=10.1.0.0/24,low,True,10.7
bgp,1785390224.4577842,udp_flood,corp1,10.7.0.1,cdn2,10.4.0.2,udp,4,port=53 count=53,critical,True,11.5
bgp,1785390249.459275,ping_sweep,home1,10.9.0.1,isp_gw,10.2.0.1,icmp,7,subnet=10.2.0.0/24,low,True,12.0
bgp,1785390275.5063396,syn_flood,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,3,port=443 count=126,critical,True,12.4
bgp,1785390299.6712964,port_scan,corp2,10.7.0.2,root1,10.1.0.1,tcp,14,ports=104-119,medium,True,12.8
bgp,1785390317.7538269,port_scan,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,12,ports=333-341,medium,True,13.1
bgp,1785390382.7663188,dns_amplify,corp1,10.7.0.1,cdn2,10.4.0.2,udp,7,dns_amplification,high,True,14.2
bgp,1785390390.7669935,dns_amplify,corp2,10.7.0.2,cdn1,10.4.0.1,udp,12,dns_amplification,high,True,14.3
bgp,1785390452.7778623,udp_flood,corp2,10.7.0.2,cdn1,10.4.0.1,udp,5,port=53 count=98,critical,True,15.4
bgp,1785390464.7793093,data_exfil,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,11,exfil_rate=820K,critical,True,15.6
bgp,1785390505.075441,port_scan,corp2,10.7.0.2,root1,10.1.0.1,tcp,11,ports=797-809,medium,True,16.2
bgp,1785390593.3152692,data_exfil,home1,10.9.0.1,cdn2,10.4.0.2,tcp,10,exfil_rate=984K,critical,True,17.7
bgp,1785390599.3777032,slowloris,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,9,slowloris_connections,high,True,17.8
bgp,1785390657.618309,slowloris,corp1,10.7.0.1,root1,10.1.0.1,tcp,14,slowloris_connections,high,True,18.8
bgp,1785390664.6199155,data_exfil,home2,10.9.0.2,cdn1,10.4.0.1,tcp,13,exfil_rate=596K,critical,True,18.9
bgp,1785390703.6220777,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,7,port=1900 count=112,critical,True,19.5
bgp,1785390715.6286936,udp_flood,home2,10.9.0.2,isp_gw,10.2.0.1,udp,11,port=53 count=76,critical,True,19.7
bgp,1785390753.709372,brute_force,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,15,http_brute_force,high,True,20.4
bgp,1785390771.7150102,syn_flood,home2,10.9.0.2,cdn2,10.4.0.2,tcp,10,port=80 count=69,critical,True,20.7
bgp,1785390795.7213547,port_scan,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,9,ports=338-351,medium,True,21.1
bgp,1785390846.7898283,brute_force,home1,10.9.0.1,cdn1,10.4.0.1,tcp,11,http_brute_force,high,True,21.9
bgp,1785390856.8305056,dns_amplify,mob2,10.8.0.2,isp_gw,10.2.0.1,udp,9,dns_amplification,high,True,22.1
bgp,1785390885.8793523,slowloris,mob1,10.8.0.1,cdn2,10.4.0.2,tcp,12,slowloris_connections,high,True,22.6
bgp,1785390909.883455,slowloris,home1,10.9.0.1,origin,10.5.0.1,tcp,12,slowloris_connections,high,True,23.0
bgp,1785390928.8851156,ping_sweep,home1,10.9.0.1,isp_gw,10.2.0.1,icmp,13,subnet=10.2.0.0/24,low,True,23.3
bgp,1785390949.8860035,dns_amplify,mob2,10.8.0.2,cdn2,10.4.0.2,udp,2,dns_amplification,high,True,23.6
bgp,1785391017.0690863,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,15,http_brute_force,high,True,0.8
bgp,1785391026.0728416,brute_force,home1,10.9.0.1,origin,10.5.0.1,tcp,3,http_brute_force,high,True,0.9
bgp,1785391044.1663115,dns_amplify,mob1,10.8.0.1,root1,10.1.0.1,udp,10,dns_amplification,high,True,1.2
bgp,1785391068.1775174,slowloris,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,13,slowloris_connections,high,True,1.6
bgp,1785391086.1826773,brute_force,mob1,10.8.0.1,origin,10.5.0.1,tcp,11,http_brute_force,high,True,1.9
bgp,1785391125.2546406,port_scan,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,9,ports=290-296,medium,True,2.6
bgp,1785391149.2789066,brute_force,mob1,10.8.0.1,origin,10.5.0.1,tcp,15,http_brute_force,high,True,3.0
bgp,1785391158.2791648,slowloris,mob1,10.8.0.1,origin,10.5.0.1,tcp,14,slowloris_connections,high,True,3.1
bgp,1785391173.2802737,udp_flood,home1,10.9.0.1,cdn1,10.4.0.1,udp,13,port=1900 count=89,critical,True,3.4
bgp,1785391182.281438,syn_flood,home1,10.9.0.1,cdn1,10.4.0.1,tcp,7,port=80 count=186,critical,True,3.5
bgp,1785391227.4904697,udp_flood,corp2,10.7.0.2,origin,10.5.0.1,udp,11,port=123 count=112,critical,True,4.3
bgp,1785391253.5219345,ping_sweep,home2,10.9.0.2,origin,10.5.0.1,icmp,11,subnet=10.5.0.0/24,low,True,4.7
bgp,1785391287.6541018,udp_flood,mob1,10.8.0.1,origin,10.5.0.1,udp,11,port=1900 count=52,critical,True,5.3
bgp,1785391292.718192,port_scan,mob2,10.8.0.2,isp_gw,10.2.0.1,tcp,6,ports=449-461,medium,True,5.4
bgp,1785391307.8456511,slowloris,home1,10.9.0.1,cdn2,10.4.0.2,tcp,11,slowloris_connections,high,True,5.6
bgp,1785391318.8460362,data_exfil,home2,10.9.0.2,cdn2,10.4.0.2,tcp,15,exfil_rate=832K,critical,True,5.8
bgp,1785391329.8472085,syn_flood,corp2,10.7.0.2,root1,10.1.0.1,tcp,12,port=22 count=198,critical,True,6.0
ecmp,1785389504.666314,slowloris,home1,10.9.0.1,cdn1,10.4.0.1,tcp,14,slowloris_connections,high,True,0.1
ecmp,1785389516.6670072,port_scan,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,13,ports=855-868,medium,True,0.3
ecmp,1785389535.6700473,udp_flood,corp2,10.7.0.2,origin,10.5.0.1,udp,6,port=161 count=59,critical,True,0.6
ecmp,1785389548.8780775,port_scan,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,14,ports=250-259,medium,True,0.8
ecmp,1785389553.8782873,ping_sweep,corp2,10.7.0.2,cdn2,10.4.0.2,icmp,10,subnet=10.4.0.0/24,low,True,0.9
ecmp,1785389568.879062,dns_amplify,home1,10.9.0.1,cdn1,10.4.0.1,udp,15,dns_amplification,high,True,1.2
ecmp,1785389596.8805888,ping_sweep,home2,10.9.0.2,cdn1,10.4.0.1,icmp,8,subnet=10.4.0.0/24,low,True,1.6
ecmp,1785389612.8861277,brute_force,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,11,http_brute_force,high,True,1.9
ecmp,1785389682.9901505,port_scan,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,8,ports=628-638,medium,True,3.1
ecmp,1785389688.9918127,port_scan,mob2,10.8.0.2,origin,10.5.0.1,tcp,15,ports=901-908,medium,True,3.2
ecmp,1785389721.1621644,syn_flood,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,4,port=22 count=74,critical,True,3.7
ecmp,1785389749.162448,ping_sweep,home2,10.9.0.2,origin,10.5.0.1,icmp,11,subnet=10.5.0.0/24,low,True,4.2
ecmp,1785389788.1271012,brute_force,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,7,http_brute_force,high,True,4.8
ecmp,1785389822.397993,syn_flood,home1,10.9.0.1,root1,10.1.0.1,tcp,13,port=80 count=99,critical,True,5.4
ecmp,1785389831.4003906,udp_flood,home2,10.9.0.2,cdn2,10.4.0.2,udp,8,port=123 count=149,critical,True,5.5
ecmp,1785389839.402214,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,11,http_brute_force,high,True,5.7
ecmp,1785389844.4024718,ping_sweep,corp2,10.7.0.2,cdn2,10.4.0.2,icmp,14,subnet=10.4.0.0/24,low,True,5.7
ecmp,1785389856.4031758,udp_flood,corp2,10.7.0.2,cdn2,10.4.0.2,udp,2,port=1900 count=101,critical,True,5.9
ecmp,1785389870.1564603,ping_sweep,home2,10.9.0.2,cdn1,10.4.0.1,icmp,5,subnet=10.4.0.0/24,low,True,6.2
ecmp,1785389901.157851,port_scan,corp2,10.7.0.2,root1,10.1.0.1,tcp,6,ports=706-716,medium,True,6.7
ecmp,1785389911.1585157,port_scan,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,3,ports=749-767,medium,True,6.9
ecmp,1785389930.1607049,slowloris,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,7,slowloris_connections,high,True,7.2
ecmp,1785389990.150735,ping_sweep,corp1,10.7.0.1,isp_gw,10.2.0.1,icmp,13,subnet=10.2.0.0/24,low,True,8.2
ecmp,1785390016.1897254,dns_amplify,mob1,10.8.0.1,cdn1,10.4.0.1,udp,8,dns_amplification,high,True,8.6
ecmp,1785390066.30583,brute_force,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,4,http_brute_force,high,True,9.4
ecmp,1785390168.6503613,syn_flood,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,3,port=443 count=148,critical,True,11.2
ecmp,1785390181.6821697,udp_flood,corp1,10.7.0.1,cdn1,10.4.0.1,udp,13,port=161 count=179,critical,True,11.4
ecmp,1785390251.72505,data_exfil,mob2,10.8.0.2,cdn1,10.4.0.1,tcp,7,exfil_rate=685K,critical,True,12.5
ecmp,1785390260.725291,data_exfil,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,13,exfil_rate=858K,critical,True,12.7
ecmp,1785390276.2968867,syn_flood,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,9,port=443 count=198,critical,True,12.9
ecmp,1785390301.4021811,port_scan,home2,10.9.0.2,root1,10.1.0.1,tcp,5,ports=731-747,medium,True,13.4
ecmp,1785390317.404122,port_scan,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,8,ports=18-32,medium,True,13.6
ecmp,1785390372.4632957,data_exfil,home2,10.9.0.2,root1,10.1.0.1,tcp,10,exfil_rate=740K,critical,True,14.5
ecmp,1785390423.558443,port_scan,corp2,10.7.0.2,origin,10.5.0.1,tcp,14,ports=124-137,medium,True,15.4
ecmp,1785390499.2112446,syn_flood,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,14,port=8080 count=182,critical,True,16.7
ecmp,1785390507.2119155,dns_amplify,corp1,10.7.0.1,isp_gw,10.2.0.1,udp,9,dns_amplification,high,True,16.8
ecmp,1785390525.2777998,ping_sweep,mob2,10.8.0.2,isp_gw,10.2.0.1,icmp,6,subnet=10.2.0.0/24,low,True,17.1
ecmp,1785390546.3063424,port_scan,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,12,ports=825-843,medium,True,17.4
ecmp,1785390561.3100936,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,5,ports=324-339,medium,True,17.7
ecmp,1785390608.310777,syn_flood,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,6,port=80 count=111,critical,True,18.5
ecmp,1785390614.3131442,port_scan,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,8,ports=405-411,medium,True,18.6
ecmp,1785390625.314888,brute_force,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,3,http_brute_force,high,True,18.8
ecmp,1785390674.346673,syn_flood,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,9,port=8080 count=113,critical,True,19.6
ecmp,1785390684.3469355,syn_flood,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,5,port=22 count=135,critical,True,19.7
ecmp,1785390699.446303,brute_force,home2,10.9.0.2,root1,10.1.0.1,tcp,15,http_brute_force,high,True,20.0
ecmp,1785390787.4516816,syn_flood,home2,10.9.0.2,cdn1,10.4.0.1,tcp,5,port=80 count=54,critical,True,21.5
ecmp,1785390853.5618775,port_scan,mob1,10.8.0.1,origin,10.5.0.1,tcp,4,ports=800-806,medium,True,22.6
ecmp,1785390869.8076856,ping_sweep,corp2,10.7.0.2,cdn1,10.4.0.1,icmp,3,subnet=10.4.0.0/24,low,True,22.8
ecmp,1785390875.8079844,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,15,port=8080 count=193,critical,True,22.9
ecmp,1785390891.8334084,slowloris,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,10,slowloris_connections,high,True,23.2
ecmp,1785390896.8344195,data_exfil,mob2,10.8.0.2,origin,10.5.0.1,tcp,9,exfil_rate=851K,critical,True,23.3
ecmp,1785390918.8916385,syn_flood,home1,10.9.0.1,cdn2,10.4.0.2,tcp,10,port=80 count=178,critical,True,23.7
ecmp,1785390949.892598,ping_sweep,mob1,10.8.0.1,isp_gw,10.2.0.1,icmp,13,subnet=10.2.0.0/24,low,True,0.2
ecmp,1785390965.894425,port_scan,home2,10.9.0.2,cdn2,10.4.0.2,tcp,12,ports=800-815,medium,True,0.4
ecmp,1785390993.9138148,udp_flood,mob1,10.8.0.1,cdn2,10.4.0.2,udp,15,port=1900 count=159,critical,True,0.9
ecmp,1785391005.953746,slowloris,corp1,10.7.0.1,origin,10.5.0.1,tcp,14,slowloris_connections,high,True,1.1
ecmp,1785391033.985849,port_scan,corp2,10.7.0.2,root1,10.1.0.1,tcp,10,ports=279-294,medium,True,1.6
ecmp,1785391042.0470436,udp_flood,mob2,10.8.0.2,cdn1,10.4.0.1,udp,11,port=53 count=173,critical,True,1.7
ecmp,1785391088.2823017,syn_flood,home2,10.9.0.2,cdn1,10.4.0.1,tcp,7,port=443 count=98,critical,True,2.5
ecmp,1785391097.2857342,port_scan,mob1,10.8.0.1,root1,10.1.0.1,tcp,13,ports=75-84,medium,True,2.6
ecmp,1785391111.2860632,slowloris,mob1,10.8.0.1,root1,10.1.0.1,tcp,10,slowloris_connections,high,True,2.9
ecmp,1785391119.433739,brute_force,home2,10.9.0.2,cdn1,10.4.0.1,tcp,3,http_brute_force,high,True,3.0
ecmp,1785391129.5274353,brute_force,corp1,10.7.0.1,origin,10.5.0.1,tcp,15,http_brute_force,high,True,3.2
ecmp,1785391140.666976,dns_amplify,mob2,10.8.0.2,origin,10.5.0.1,udp,10,dns_amplification,high,True,3.4
ecmp,1785391193.7742653,dns_amplify,corp1,10.7.0.1,isp_gw,10.2.0.1,udp,3,dns_amplification,high,True,4.2
ecmp,1785391205.7765138,ping_sweep,home1,10.9.0.1,cdn1,10.4.0.1,icmp,3,subnet=10.4.0.0/24,low,True,4.4
ecmp,1785391239.8898284,syn_flood,mob1,10.8.0.1,origin,10.5.0.1,tcp,9,port=80 count=70,critical,True,5.0
ecmp,1785391269.8980956,brute_force,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,3,http_brute_force,high,True,5.5
ecmp,1785391276.9313042,brute_force,corp2,10.7.0.2,cdn2,10.4.0.2,tcp,8,http_brute_force,high,True,5.6
ecmp,1785391294.96974,data_exfil,home1,10.9.0.1,cdn2,10.4.0.2,tcp,9,exfil_rate=667K,critical,True,5.9
ecmp,1785391301.970003,udp_flood,mob1,10.8.0.1,isp_gw,10.2.0.1,udp,5,port=123 count=199,critical,True,6.0
spf,1785389551.9218066,ping_sweep,corp2,10.7.0.2,cdn2,10.4.0.2,icmp,11,subnet=10.4.0.0/24,low,True,0.3
spf,1785389556.922577,dns_amplify,mob2,10.8.0.2,origin,10.5.0.1,udp,4,dns_amplification,high,True,0.4
spf,1785389564.9261322,syn_flood,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,8,port=22 count=138,critical,True,0.5
spf,1785389593.9301562,port_scan,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,6,ports=522-535,medium,True,1.0
spf,1785389621.9310253,port_scan,mob2,10.8.0.2,origin,10.5.0.1,tcp,14,ports=382-394,medium,True,1.5
spf,1785389645.944461,syn_flood,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,7,port=22 count=138,critical,True,1.9
spf,1785389657.210788,port_scan,home1,10.9.0.1,origin,10.5.0.1,tcp,11,ports=595-602,medium,True,2.0
spf,1785389671.3220782,data_exfil,mob1,10.8.0.1,origin,10.5.0.1,tcp,10,exfil_rate=316K,critical,True,2.3
spf,1785389698.326257,slowloris,mob2,10.8.0.2,isp_gw,10.2.0.1,tcp,9,slowloris_connections,high,True,2.7
spf,1785389708.3269556,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,5,ports=243-257,medium,True,2.9
spf,1785389720.3349185,port_scan,home1,10.9.0.1,root1,10.1.0.1,tcp,7,ports=106-123,medium,True,3.1
spf,1785389740.336601,brute_force,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,14,http_brute_force,high,True,3.4
spf,1785389797.3931515,syn_flood,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,14,port=8080 count=98,critical,True,4.4
spf,1785389829.4878726,dns_amplify,mob1,10.8.0.1,isp_gw,10.2.0.1,udp,12,dns_amplification,high,True,4.9
spf,1785389839.48842,syn_flood,home2,10.9.0.2,isp_gw,10.2.0.1,tcp,6,port=8080 count=156,critical,True,5.1
spf,1785389850.4886458,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,6,port=53 count=189,critical,True,5.3
spf,1785389894.4988933,data_exfil,home1,10.9.0.1,cdn2,10.4.0.2,tcp,11,exfil_rate=165K,critical,True,6.0
spf,1785389936.500169,udp_flood,corp1,10.7.0.1,cdn2,10.4.0.2,udp,2,port=1900 count=136,critical,True,6.7
spf,1785389976.1421256,brute_force,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,7,http_brute_force,high,True,7.4
spf,1785389994.160501,slowloris,corp2,10.7.0.2,origin,10.5.0.1,tcp,12,slowloris_connections,high,True,7.7
spf,1785390011.163278,brute_force,corp1,10.7.0.1,origin,10.5.0.1,tcp,11,http_brute_force,high,True,7.9
spf,1785390017.163944,syn_flood,home1,10.9.0.1,cdn1,10.4.0.1,tcp,4,port=8080 count=155,critical,True,8.0
spf,1785390038.1653235,syn_flood,mob1,10.8.0.1,origin,10.5.0.1,tcp,9,port=22 count=84,critical,True,8.4
spf,1785390050.1662729,port_scan,home2,10.9.0.2,cdn2,10.4.0.2,tcp,15,ports=523-537,medium,True,8.6
spf,1785390079.8631508,slowloris,corp1,10.7.0.1,cdn1,10.4.0.1,tcp,5,slowloris_connections,high,True,9.1
spf,1785390092.8649108,udp_flood,mob1,10.8.0.1,root1,10.1.0.1,udp,13,port=161 count=155,critical,True,9.3
spf,1785390149.8680186,slowloris,corp2,10.7.0.2,isp_gw,10.2.0.1,tcp,11,slowloris_connections,high,True,10.3
spf,1785390185.9277978,port_scan,corp1,10.7.0.1,isp_gw,10.2.0.1,tcp,8,ports=383-390,medium,True,10.9
spf,1785390211.5627203,udp_flood,mob2,10.8.0.2,cdn1,10.4.0.1,udp,10,port=53 count=136,critical,True,11.3
spf,1785390245.9940991,port_scan,mob1,10.8.0.1,cdn1,10.4.0.1,tcp,4,ports=683-688,medium,True,11.9
spf,1785390277.0898187,udp_flood,home2,10.9.0.2,cdn2,10.4.0.2,udp,6,port=161 count=187,critical,True,12.4
spf,1785390310.0948749,ping_sweep,mob2,10.8.0.2,origin,10.5.0.1,icmp,3,subnet=10.5.0.0/24,low,True,12.9
spf,1785390322.1542654,data_exfil,home1,10.9.0.1,origin,10.5.0.1,tcp,10,exfil_rate=373K,critical,True,13.1
spf,1785390348.169683,brute_force,mob2,10.8.0.2,origin,10.5.0.1,tcp,11,http_brute_force,high,True,13.6
spf,1785390360.1740105,dns_amplify,mob1,10.8.0.1,cdn2,10.4.0.2,udp,15,dns_amplification,high,True,13.8
spf,1785390406.7672665,slowloris,corp1,10.7.0.1,cdn2,10.4.0.2,tcp,9,slowloris_connections,high,True,14.5
spf,1785390425.767998,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,10,port=1900 count=88,critical,True,14.9
spf,1785390453.8164144,dns_amplify,home2,10.9.0.2,origin,10.5.0.1,udp,15,dns_amplification,high,True,15.3
spf,1785390467.817163,udp_flood,corp1,10.7.0.1,origin,10.5.0.1,udp,6,port=1900 count=73,critical,True,15.6
spf,1785390493.28622,syn_flood,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,3,port=8080 count=60,critical,True,16.0
spf,1785390508.3105814,ping_sweep,corp2,10.7.0.2,origin,10.5.0.1,icmp,7,subnet=10.5.0.0/24,low,True,16.2
spf,1785390561.3144238,data_exfil,home2,10.9.0.2,root1,10.1.0.1,tcp,13,exfil_rate=315K,critical,True,17.1
spf,1785390632.9623244,port_scan,corp2,10.7.0.2,cdn1,10.4.0.1,tcp,3,ports=321-332,medium,True,18.3
spf,1785390683.0700166,port_scan,mob1,10.8.0.1,origin,10.5.0.1,tcp,2,ports=296-307,medium,True,19.1
spf,1785390719.070871,syn_flood,corp1,10.7.0.1,root1,10.1.0.1,tcp,12,port=443 count=200,critical,True,19.7
spf,1785390755.5180564,data_exfil,corp1,10.7.0.1,origin,10.5.0.1,tcp,6,exfil_rate=472K,critical,True,20.3
spf,1785390802.5460136,slowloris,home1,10.9.0.1,isp_gw,10.2.0.1,tcp,10,slowloris_connections,high,True,21.1
spf,1785390814.4000928,ping_sweep,home2,10.9.0.2,cdn1,10.4.0.1,icmp,4,subnet=10.4.0.0/24,low,True,21.3
spf,1785390945.552266,port_scan,home2,10.9.0.2,cdn1,10.4.0.1,tcp,10,ports=955-972,medium,True,23.5
spf,1785391038.6831057,port_scan,mob2,10.8.0.2,cdn2,10.4.0.2,tcp,9,ports=634-654,medium,True,1.1
spf,1785391131.0376,port_scan,home2,10.9.0.2,root1,10.1.0.1,tcp,3,ports=598-604,medium,True,2.6
