routing,ts,type,client,server,proto,rate,load_factor,status,response_ms,severity,rebuffer,buffer_ratio
l2_learn,1785386023.3564062,web,mob1,root1,tcp,761K,0.58,,,,,
l2_learn,1785386024.5333211,p2p,mob1,origin,tcp,1748K,0.63,,,,,
l2_learn,1785386025.4783974,http,mob2,root1,tcp,GET:large.bin,,200.0,2280.01,,,
l2_learn,1785386025.8453937,bulk,mob1,isp_gw,tcp,2131K,0.66,,,,,
l2_learn,1785386026.3895912,http,home1,cdn2,tcp,GET:small.bin,,200.0,160.37,,,
l2_learn,1785386026.532056,abr_stream,mob1,root1,tcp,480p:1391K,,,,,False,6.68
l2_learn,1785386026.6579192,web,corp2,origin,tcp,557K,0.61,,,,,
l2_learn,1785386026.886853,abr_stream,mob1,root1,tcp,720p:3583K,,,,,False,11.24
l2_learn,1785386027.2416532,http,corp2,root1,tcp,GET:index.html,,404.0,0.01,,,
l2_learn,1785386027.7381618,abr_stream,mob1,root1,tcp,1080p:5380K,,,,,False,2.7
l2_learn,1785386028.0943196,http,home1,cdn1,tcp,GET:large.bin,,200.0,0.01,,,
l2_learn,1785386028.3701384,ssh,home1,cdn1,tcp,30K,0.62,,,,,
l2_learn,1785386028.7739117,video,corp1,root1,udp,2917K,0.68,,,,,
l2_learn,1785386029.2862165,http,home1,origin,tcp,GET:medium.bin,,200.0,0.01,,,
l2_learn,1785386030.6784198,abr_stream,mob1,root1,tcp,4K:13081K,,,,,True,0.68
l2_learn,1785386030.7108724,http,corp1,origin,tcp,GET:large.bin,,304.0,167.33,,,
l2_learn,1785386030.798387,video,mob2,origin,udp,1542K,0.65,,,,,
l2_learn,1785386032.2714236,gaming,mob1,isp_gw,udp,66K,0.68,,,,,
l2_learn,1785386032.6261144,abr_stream,mob1,root1,tcp,1080p:6976K,,,,,False,2.05
l2_learn,1785386032.6534553,http,home1,root1,tcp,GET:large.bin,,200.0,735.27,,,
l2_learn,1785386033.3505225,ssh,mob2,root1,tcp,28K,0.68,,,,,
l2_learn,1785386035.0826151,video,corp2,isp_gw,udp,2262K,0.62,,,,,
l2_learn,1785386035.2381978,http,mob1,isp_gw,tcp,GET:index.html,,200.0,1083.8,,,
l2_learn,1785386036.9823992,http,corp2,isp_gw,tcp,GET:medium.bin,,200.0,814.28,,,
l2_learn,1785386037.2307055,email,mob2,cdn2,tcp,66K,0.68,,,,,
l2_learn,1785386039.0664885,video,mob1,isp_gw,udp,2883K,0.65,,,,,
l2_learn,1785386040.0823758,http,corp2,cdn1,tcp,POST:small.bin,,200.0,2351.92,,,
l2_learn,1785386040.1905262,web,corp1,origin,tcp,1070K,0.69,,,,,
l2_learn,1785386040.9037695,web,mob1,isp_gw,tcp,267K,0.68,,,,,
l2_learn,1785386041.2382283,http,home2,root1,tcp,GET:large.bin,,200.0,611.99,,,
l2_learn,1785386041.2564025,iot,corp1,root1,udp,0K,0.65,,,,,
l2_learn,1785386041.6809497,congestion_gen,all_clients,origin,tcp,15Mbps_link,0.66,,,,,
l2_learn,1785386042.034533,http,mob1,cdn2,tcp,GET:small.bin,,200.0,312.33,,,
l2_learn,1785386042.821344,video,home2,isp_gw,udp,1890K,0.65,,,,,
l2_learn,1785386043.6256728,http,home1,origin,tcp,GET:index.html,,404.0,166.95,,,
l2_learn,1785386044.802227,http,home1,isp_gw,tcp,GET:medium.bin,,200.0,229.98,,,
l2_learn,1785386044.9346392,video,home2,root1,udp,2518K,0.66,,,,,
l2_learn,1785386046.1822555,http,corp2,origin,tcp,GET:index.html,,200.0,108.04,,,
l2_learn,1785386046.3665383,web,mob1,cdn1,tcp,372K,0.7,,,,,
l2_learn,1785386046.7504334,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,68.74,,,
l2_learn,1785386047.7741363,http,corp1,cdn2,tcp,GET:small.bin,,200.0,0.02,,,
l2_learn,1785386047.8788204,web,home2,isp_gw,tcp,362K,0.63,,,,,
l2_learn,1785386048.254262,https,corp1,root1,tcp,1006K,0.66,,,,,
l2_learn,1785386049.5508902,cloud,mob2,cdn1,tcp,854K,0.7,,,,,
l2_learn,1785386049.6862614,http,mob2,cdn2,tcp,GET:large.bin,,200.0,1075.6,,,
l2_learn,1785386050.7124257,web,mob1,cdn1,tcp,180K,0.68,,,,,
l2_learn,1785386051.6345525,http,home2,origin,tcp,GET:large.bin,,304.0,1495.59,,,
l2_learn,1785386052.1679046,iot,mob1,cdn2,udp,3K,0.71,,,,,
l2_learn,1785386052.2906957,burst,"corp1,mob1,mob2",origin,tcp,high,0.67,,,,,
l2_learn,1785386052.890617,http,mob1,origin,tcp,GET:medium.bin,,200.0,0.01,,,
l2_learn,1785386053.2541203,abr_stream,mob1,origin,tcp,480p:1281K,,,,,False,0.88
l2_learn,1785386053.960383,p2p,home2,isp_gw,tcp,3945K,0.71,,,,,
l2_learn,1785386054.0602665,http,home1,cdn2,tcp,GET:small.bin,,200.0,612.23,,,
l2_learn,1785386054.8670745,abr_stream,mob1,origin,tcp,480p:1410K,,,,,False,1.94
l2_learn,1785386055.117433,abr_stream,mob1,origin,tcp,720p:2980K,,,,,False,14.63
l2_learn,1785386055.3752766,abr_stream,mob1,origin,tcp,1080p:6462K,,,,,False,12.56
l2_learn,1785386055.6667423,abr_stream,mob1,origin,tcp,4K:14619K,,,,,False,12.02
l2_learn,1785386055.8023877,dns,corp2,cdn2,udp,12K,0.72,,,,,
l2_learn,1785386055.9170942,abr_stream,mob1,origin,tcp,4K:17783K,,,,,False,8.7
l2_learn,1785386056.1878648,abr_stream,mob1,origin,tcp,4K:17820K,,,,,False,10.01
l2_learn,1785386056.4795094,abr_stream,mob1,origin,tcp,4K:13969K,,,,,False,12.27
l2_learn,1785386057.7228787,p2p,corp1,cdn2,tcp,3122K,0.7,,,,,
l2_learn,1785386058.7446115,http,mob2,root1,tcp,GET:large.bin,,200.0,3295.66,,,
l2_learn,1785386058.7596383,web,mob1,cdn2,tcp,112K,0.73,,,,,
l2_learn,1785386059.2829988,video,home2,cdn1,udp,1798K,0.72,,,,,
l2_learn,1785386059.3425508,http,home1,origin,tcp,POST:index.html,,200.0,0.03,,,
l2_learn,1785386060.4181502,web,mob2,root1,tcp,79K,0.64,,,,,
l2_learn,1785386060.658591,anomaly:port_scan,mob1,cdn1,tcp,ports=343-363,,,,medium,,
l2_learn,1785386061.0255582,http,corp1,root1,tcp,GET:medium.bin,,200.0,1048.68,,,
l2_learn,1785386061.4949214,dns,corp1,cdn1,udp,7K,0.71,,,,,
l2_learn,1785386061.8289542,video,mob2,cdn1,udp,514K,0.72,,,,,
l2_learn,1785386062.993918,http,mob2,cdn2,tcp,GET:medium.bin,,301.0,920.46,,,
l2_learn,1785386063.4805143,iot,mob2,root1,udp,3K,0.64,,,,,
l2_learn,1785386064.7840545,web,home1,cdn1,tcp,405K,0.7,,,,,
l2_learn,1785386065.646514,http,mob1,origin,tcp,GET:index.html,,304.0,1225.61,,,
l2_learn,1785386066.3223782,web,home2,isp_gw,tcp,802K,0.67,,,,,
l2_learn,1785386067.1735532,http,mob2,cdn2,tcp,GET:index.html,,200.0,309.16,,,
l2_learn,1785386067.5002463,web,home1,root1,tcp,1212K,0.72,,,,,
l2_learn,1785386068.426793,http,mob1,origin,tcp,GET:large.bin,,200.0,825.81,,,
l2_learn,1785386069.266044,gaming,mob1,origin,udp,60K,0.73,,,,,
l2_learn,1785386069.6887283,video,mob2,origin,udp,3146K,0.64,,,,,
l2_learn,1785386070.4980092,video,home2,root1,udp,1015K,0.71,,,,,
l2_learn,1785386071.7735417,http,mob2,root1,tcp,GET:large.bin,,200.0,2868.58,,,
l2_learn,1785386072.4240005,video,mob1,origin,udp,1597K,0.71,,,,,
l2_learn,1785386072.9843354,web,mob1,isp_gw,tcp,109K,0.71,,,,,
l2_learn,1785386073.008686,http,corp2,isp_gw,tcp,GET:index.html,,200.0,65.73,,,
l2_learn,1785386073.450903,bulk,corp1,root1,tcp,2636K,0.64,,,,,
l2_learn,1785386073.6719708,http,corp2,isp_gw,tcp,GET:large.bin,,200.0,190.31,,,
l2_learn,1785386075.3329265,cloud,corp1,isp_gw,tcp,739K,0.71,,,,,
l2_learn,1785386076.2913976,burst,"corp1,mob1,home2",isp_gw,tcp,high,0.73,,,,,
l2_learn,1785386076.7021186,cloud,mob2,cdn2,tcp,1314K,0.65,,,,,
l2_learn,1785386077.4466205,video,home2,cdn2,udp,1815K,0.7,,,,,
l2_learn,1785386077.7097237,http,corp1,isp_gw,tcp,POST:medium.bin,,200.0,2858.19,,,
l2_learn,1785386077.8047,iot,corp2,cdn2,udp,5K,0.74,,,,,
l2_learn,1785386078.7781048,gaming,corp2,isp_gw,udp,89K,0.73,,,,,
l2_learn,1785386079.148345,http,corp2,root1,tcp,GET:medium.bin,,200.0,126.88,,,
l2_learn,1785386080.010017,iot,mob1,cdn1,udp,2K,0.68,,,,,
l2_learn,1785386080.085199,http,mob2,cdn1,tcp,GET:large.bin,,200.0,0.01,,,
l2_learn,1785386081.2181711,http,corp2,origin,tcp,GET:index.html,,200.0,0.01,,,
l2_learn,1785386081.9214442,http,corp2,cdn1,tcp,GET:index.html,,500.0,0.01,,,
l2_learn,1785386082.3226736,voip,mob2,cdn1,udp,43K,0.68,,,,,
l2_learn,1785386082.9368048,http,mob2,isp_gw,tcp,GET:index.html,,200.0,414.17,,,
l2_learn,1785386083.1080942,ssh,home1,root1,tcp,17K,0.65,,,,,
l2_learn,1785386083.6827369,congestion_gen,all_clients,cdn2,tcp,15Mbps_link,0.71,,,,,
l2_learn,1785386084.946538,bulk,corp1,isp_gw,tcp,4100K,0.73,,,,,
l2_learn,1785386085.014544,http,mob2,root1,tcp,GET:large.bin,,404.0,953.68,,,
l2_learn,1785386085.4964032,http,corp1,isp_gw,tcp,GET:index.html,,200.0,59.02,,,
l2_learn,1785386086.4763043,http,mob1,isp_gw,tcp,GET:medium.bin,,200.0,396.96,,,
l2_learn,1785386086.5627048,streaming,mob2,origin,tcp,2407K,0.67,,,,,
l2_learn,1785386087.4903123,http,corp2,root1,tcp,GET:medium.bin,,200.0,420.38,,,
l2_learn,1785386087.8501174,dns,mob2,root1,udp,14K,0.73,,,,,
l2_learn,1785386089.6836674,bulk,mob2,isp_gw,tcp,2826K,0.67,,,,,
l2_learn,1785386090.9542265,http,mob2,origin,tcp,GET:large.bin,,200.0,2463.94,,,
l2_learn,1785386091.5314045,bulk,home2,root1,tcp,4511K,0.74,,,,,
l2_learn,1785386091.782242,http,corp2,root1,tcp,GET:small.bin,,200.0,59.17,,,
l2_learn,1785386092.3933885,video,home1,isp_gw,udp,1486K,0.72,,,,,
l2_learn,1785386092.4412937,http,corp2,cdn2,tcp,GET:large.bin,,200.0,223.12,,,
l2_learn,1785386093.1274157,web,home2,cdn2,tcp,971K,0.74,,,,,
l2_learn,1785386093.2575033,http,corp1,root1,tcp,GET:small.bin,,200.0,72.65,,,
l2_learn,1785386093.492622,dns,home2,root1,udp,9K,0.69,,,,,
l2_learn,1785386094.1745229,http,corp1,root1,tcp,GET:index.html,,304.0,68.32,,,
l2_learn,1785386094.8302686,video,corp1,cdn2,udp,2960K,0.71,,,,,
l2_learn,1785386095.3513796,http,home2,isp_gw,tcp,GET:medium.bin,,200.0,263.04,,,
l2_learn,1785386095.8646877,bulk,corp1,cdn2,tcp,3056K,0.72,,,,,
l2_learn,1785386096.7261164,web,corp1,cdn2,tcp,1179K,0.67,,,,,
l2_learn,1785386096.9216752,abr_stream,mob2,cdn2,tcp,480p:1323K,,,,,True,0.69
l2_learn,1785386098.3702457,web,corp2,isp_gw,tcp,430K,0.73,,,,,
l2_learn,1785386099.2823255,http,corp1,isp_gw,tcp,GET:large.bin,,200.0,2616.11,,,
l2_learn,1785386099.5067208,video,home1,root1,udp,1977K,0.72,,,,,
l2_learn,1785386099.6672702,anomaly:brute_force,home2,root1,tcp,http_brute_force,,,,high,,
l2_learn,1785386100.2626731,video,mob1,root1,udp,393K,0.68,,,,,
l2_learn,1785386100.647749,http,mob1,isp_gw,tcp,GET:small.bin,,503.0,336.53,,,
l2_learn,1785386101.006714,web,mob1,origin,tcp,223K,0.67,,,,,
l2_learn,1785386101.0664697,abr_stream,mob2,cdn2,tcp,360p:751K,,,,,True,0.63
l2_learn,1785386101.3022313,http,home2,cdn1,tcp,GET:index.html,,200.0,200.96,,,
l2_learn,1785386102.2594943,streaming,home2,origin,tcp,2354K,0.68,,,,,
l2_learn,1785386102.370388,http,corp1,origin,tcp,GET:small.bin,,200.0,59.53,,,
l2_learn,1785386103.5200088,video,home1,cdn1,udp,1591K,0.69,,,,,
l2_learn,1785386103.7715745,http,corp2,isp_gw,tcp,GET:large.bin,,200.0,196.58,,,
l2_learn,1785386103.8347344,web,home2,root1,tcp,325K,0.71,,,,,
l2_learn,1785386104.1708384,p2p,corp1,isp_gw,tcp,1370K,0.66,,,,,
l2_learn,1785386105.0100243,http,home1,cdn1,tcp,GET:large.bin,,200.0,565.7,,,
l2_learn,1785386105.6294034,abr_stream,mob2,cdn2,tcp,240p:269K,,,,,True,0.68
l2_learn,1785386106.0894103,video,corp2,isp_gw,udp,3134K,0.71,,,,,
l2_learn,1785386106.2223396,http,home1,isp_gw,tcp,GET:small.bin,,200.0,120.16,,,
l2_learn,1785386106.9833682,video,mob2,origin,udp,845K,0.72,,,,,
l2_learn,1785386107.722472,http,home1,isp_gw,tcp,GET:index.html,,200.0,193.9,,,
l2_learn,1785386107.8555737,video,corp2,isp_gw,udp,2764K,0.7,,,,,
l2_learn,1785386108.7643409,http,home1,root1,tcp,GET:medium.bin,,200.0,338.25,,,
l2_learn,1785386108.8422527,web,mob2,cdn1,tcp,299K,0.65,,,,,
l2_learn,1785386109.2551064,http,home2,cdn1,tcp,GET:small.bin,,200.0,183.23,,,
l2_learn,1785386109.698479,abr_stream,mob2,cdn2,tcp,240p:299K,,,,,False,0.95
l2_learn,1785386110.0633078,video,mob1,origin,udp,3156K,0.65,,,,,
l2_learn,1785386110.6136034,http,home2,origin,tcp,GET:large.bin,,200.0,0.02,,,
l2_learn,1785386110.8353388,https,mob1,root1,tcp,1949K,0.69,,,,,
l2_learn,1785386111.05523,http,corp2,cdn2,tcp,GET:index.html,,200.0,54.45,,,
l2_learn,1785386112.176143,ssh,corp2,origin,tcp,25K,0.7,,,,,
l2_learn,1785386112.5591488,http,corp2,cdn2,tcp,GET:medium.bin,,200.0,108.03,,,
l2_learn,1785386112.9319663,web,home2,cdn1,tcp,1238K,0.68,,,,,
l2_learn,1785386114.3051968,bulk,home1,origin,tcp,1407K,0.67,,,,,
l2_learn,1785386115.6542628,http,corp1,cdn1,tcp,GET:index.html,,200.0,1823.87,,,
l2_learn,1785386116.3464444,https,corp2,isp_gw,tcp,296K,0.71,,,,,
l2_learn,1785386117.8451834,http,home2,cdn2,tcp,GET:index.html,,200.0,730.04,,,
l2_learn,1785386118.5821638,web,mob1,origin,tcp,750K,0.72,,,,,
l2_learn,1785386119.4344282,http,home2,root1,tcp,GET:index.html,,200.0,683.28,,,
l2_learn,1785386119.6768618,video,corp1,isp_gw,udp,860K,0.71,,,,,
l2_learn,1785386120.4719627,streaming,corp1,root1,tcp,2408K,0.74,,,,,
l2_learn,1785386121.6986752,abr_stream,home1,cdn1,tcp,480p:1257K,,,,,False,30.71
l2_learn,1785386121.6987708,abr_stream,home1,cdn1,tcp,720p:3285K,,,,,False,21.77
l2_learn,1785386121.698794,abr_stream,home1,cdn1,tcp,1080p:6671K,,,,,False,28.6
l2_learn,1785386121.6988125,abr_stream,home1,cdn1,tcp,4K:17552K,,,,,False,20.43
l2_learn,1785386121.6988297,abr_stream,home1,cdn1,tcp,4K:13992K,,,,,False,29.88
l2_learn,1785386121.6988451,abr_stream,home1,cdn1,tcp,4K:16371K,,,,,False,24.9
l2_learn,1785386122.1623275,http,home1,cdn1,tcp,GET:large.bin,,200.0,1677.76,,,
l2_learn,1785386122.4532993,video,mob1,origin,udp,1800K,0.72,,,,,
l2_learn,1785386122.918279,streaming,corp1,root1,tcp,999K,0.69,,,,,
l2_learn,1785386123.4666903,http,corp2,origin,tcp,GET:index.html,,200.0,54.64,,,
l2_learn,1785386123.9909046,email,mob2,cdn2,tcp,57K,0.71,,,,,
l2_learn,1785386124.3763146,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,64.85,,,
l2_learn,1785386125.010424,video,home1,isp_gw,udp,1785K,0.65,,,,,
l2_learn,1785386126.2803874,web,corp1,root1,tcp,260K,0.71,,,,,
l2_learn,1785386127.4745374,video,mob2,cdn2,udp,3156K,0.73,,,,,
l2_learn,1785386127.5217755,http,home2,origin,tcp,GET:medium.bin,,200.0,1904.85,,,
l2_learn,1785386128.917096,http,corp2,cdn1,tcp,GET:index.html,,200.0,56.76,,,
l2_learn,1785386129.0672636,video,mob1,origin,udp,2991K,0.68,,,,,
l2_learn,1785386130.1591008,http,home1,cdn2,tcp,GET:small.bin,,200.0,640.91,,,
l2_learn,1785386130.843253,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,82.11,,,
l2_learn,1785386131.2664793,web,home1,cdn1,tcp,575K,0.68,,,,,
l2_learn,1785386131.9549105,http,corp1,origin,tcp,GET:large.bin,,503.0,376.51,,,
l2_learn,1785386132.8369646,http,corp1,cdn1,tcp,GET:index.html,,200.0,128.43,,,
l2_learn,1785386133.102101,web,corp2,origin,tcp,189K,0.67,,,,,
l2_learn,1785386133.8329048,congestion_gen,all_clients,root1,tcp,15Mbps_link,0.72,,,,,
l2_learn,1785386134.2871163,http,home2,root1,tcp,GET:index.html,,200.0,631.25,,,
l2_learn,1785386134.3636112,voip,home1,cdn2,udp,34K,0.65,,,,,
l2_learn,1785386134.7158575,web,mob1,cdn2,tcp,1210K,0.66,,,,,
l2_learn,1785386136.558005,ssh,home1,origin,tcp,12K,0.69,,,,,
l2_learn,1785386137.782295,http,mob2,cdn2,tcp,POST:index.html,,200.0,3053.04,,,
l2_learn,1785386137.9490836,email,mob1,root1,tcp,86K,0.64,,,,,
l2_learn,1785386138.3322082,burst,"corp1,home1,corp2",root1,tcp,high,0.64,,,,,
l2_learn,1785386138.6505442,p2p,corp1,origin,tcp,2977K,0.64,,,,,
l2_learn,1785386140.55038,ssh,home2,cdn1,tcp,11K,0.7,,,,,
l2_learn,1785386141.8502898,http,home1,isp_gw,tcp,POST:large.bin,,200.0,2860.81,,,
l2_learn,1785386142.0254574,https,home2,cdn2,tcp,994K,0.64,,,,,
l2_learn,1785386143.278716,video,corp2,root1,udp,975K,0.72,,,,,
l2_learn,1785386143.676792,http,mob1,root1,tcp,GET:small.bin,,200.0,680.4,,,
l2_learn,1785386144.1264622,https,corp1,origin,tcp,1665K,0.65,,,,,
l2_learn,1785386145.1393907,https,mob1,isp_gw,tcp,1198K,0.65,,,,,
l2_learn,1785386145.23095,abr_stream,home1,isp_gw,tcp,480p:1448K,,,,,False,4.78
l2_learn,1785386145.7976365,abr_stream,home1,isp_gw,tcp,720p:3319K,,,,,False,3.74
l2_learn,1785386145.806066,http,home2,origin,tcp,GET:medium.bin,,200.0,1451.93,,,
l2_learn,1785386146.0203636,dns,corp1,cdn1,udp,10K,0.69,,,,,
l2_learn,1785386146.959956,abr_stream,home1,isp_gw,tcp,1080p:5510K,,,,,False,2.85
l2_learn,1785386147.2065444,http,corp1,isp_gw,tcp,GET:medium.bin,,200.0,267.66,,,
l2_learn,1785386147.5016625,ssh,mob1,root1,tcp,33K,0.72,,,,,
l2_learn,1785386147.6439724,http,corp1,cdn1,tcp,GET:small.bin,,304.0,0.03,,,
l2_learn,1785386147.6938548,abr_stream,home1,isp_gw,tcp,4K:14034K,,,,,False,3.42
l2_learn,1785386148.224955,abr_stream,home1,isp_gw,tcp,4K:17348K,,,,,False,4.89
l2_learn,1785386148.3319893,abr_stream,home1,isp_gw,tcp,4K:12810K,,,,,False,34.09
l2_learn,1785386148.4831245,abr_stream,home1,isp_gw,tcp,4K:13514K,,,,,False,21.01
l2_learn,1785386148.484259,web,mob1,cdn2,tcp,446K,0.62,,,,,
l2_learn,1785386149.3461542,video,mob2,root1,udp,2190K,0.63,,,,,
l2_learn,1785386150.7791235,web,home1,origin,tcp,614K,0.65,,,,,
l2_learn,1785386151.1850111,http,mob2,origin,tcp,GET:large.bin,,404.0,2104.04,,,
l2_learn,1785386151.1921165,voip,corp1,cdn2,udp,56K,0.7,,,,,
l2_learn,1785386152.2470074,voip,home1,isp_gw,udp,49K,0.69,,,,,
l2_learn,1785386152.452233,http,corp2,origin,tcp,GET:index.html,,200.0,53.52,,,
l2_learn,1785386153.0256453,https,mob2,isp_gw,tcp,1442K,0.67,,,,,
l2_learn,1785386153.3338768,burst,"home2,corp1,home1",cdn1,tcp,high,0.68,,,,,
l2_learn,1785386153.3612196,video,mob2,isp_gw,udp,722K,0.7,,,,,
l2_learn,1785386153.7160697,http,corp1,cdn1,tcp,GET:index.html,,200.0,89.21,,,
l2_learn,1785386154.78771,video,corp2,cdn2,udp,1177K,0.69,,,,,
l2_learn,1785386155.8516102,email,corp1,cdn1,tcp,79K,0.69,,,,,
l2_learn,1785386156.602784,ssh,corp2,origin,tcp,8K,0.65,,,,,
l2_learn,1785386157.6182065,http,home1,isp_gw,tcp,GET:large.bin,,200.0,363.68,,,
l2_learn,1785386157.834874,streaming,home2,isp_gw,tcp,2424K,0.69,,,,,
l2_learn,1785386158.1945076,http,corp2,cdn2,tcp,GET:index.html,,200.0,274.73,,,
l2_learn,1785386158.8397634,iot,corp1,cdn1,udp,5K,0.65,,,,,
l2_learn,1785386158.845971,abr_stream,home1,origin,tcp,480p:1544K,,,,,False,19.72
l2_learn,1785386158.8802354,http,mob1,cdn1,tcp,GET:small.bin,,500.0,249.78,,,
l2_learn,1785386159.008787,abr_stream,home1,origin,tcp,720p:3356K,,,,,False,17.19
l2_learn,1785386159.192793,abr_stream,home1,origin,tcp,1080p:4929K,,,,,False,21.21
l2_learn,1785386159.371164,https,mob1,cdn2,tcp,1475K,0.64,,,,,
l2_learn,1785386159.831952,http,mob1,origin,tcp,GET:small.bin,,200.0,257.79,,,
l2_learn,1785386159.883338,cloud,mob2,cdn2,tcp,183K,0.67,,,,,
l2_learn,1785386160.293373,http,corp2,root1,tcp,GET:index.html,,200.0,125.88,,,
l2_learn,1785386161.290532,video,corp1,cdn2,udp,2251K,0.63,,,,,
l2_learn,1785386162.4746544,video,mob1,cdn2,udp,2924K,0.61,,,,,
l2_learn,1785386163.8986712,voip,corp1,isp_gw,udp,33K,0.63,,,,,
l2_learn,1785386164.2782438,http,mob2,origin,tcp,POST:medium.bin,,200.0,3564.01,,,
l2_learn,1785386165.4665697,web,corp1,isp_gw,tcp,853K,0.62,,,,,
l2_learn,1785386165.6818168,anomaly:port_scan,home2,cdn2,tcp,ports=734-742,,,,medium,,
l2_learn,1785386165.8693786,http,mob2,cdn1,tcp,GET:index.html,,200.0,392.13,,,
l2_learn,1785386166.1822271,voip,home2,root1,udp,51K,0.66,,,,,
l2_learn,1785386166.238158,http,corp2,isp_gw,tcp,GET:index.html,,200.0,0.01,,,
l2_learn,1785386166.245797,abr_stream,corp2,origin,tcp,480p:1781K,,,,,False,35.93
l2_learn,1785386166.2977278,abr_stream,corp2,origin,tcp,720p:2530K,,,,,False,32.78
l2_learn,1785386166.5014691,abr_stream,corp2,origin,tcp,1080p:5147K,,,,,False,17.73
l2_learn,1785386167.2687273,bulk,home2,isp_gw,tcp,4746K,0.65,,,,,
l2_learn,1785386167.6077085,http,home1,cdn2,tcp,GET:index.html,,200.0,269.42,,,
l2_learn,1785386168.1102817,web,corp1,root1,tcp,952K,0.68,,,,,
l2_learn,1785386169.1502008,http,mob1,cdn1,tcp,GET:medium.bin,,200.0,524.02,,,
l2_learn,1785386169.9223866,email,home1,cdn2,tcp,64K,0.67,,,,,
l2_learn,1785386170.5501552,https,mob2,origin,tcp,1370K,0.64,,,,,
l2_learn,1785386172.2106762,streaming,home2,cdn2,tcp,1825K,0.59,,,,,
l2_learn,1785386172.3942208,http,mob1,isp_gw,tcp,POST:small.bin,,200.0,2924.83,,,
l2_learn,1785386172.5682669,dns,mob2,cdn2,udp,4K,0.59,,,,,
l2_learn,1785386172.9458768,http,home1,cdn2,tcp,GET:index.html,,200.0,161.17,,,
l2_learn,1785386173.224992,video,mob2,cdn2,udp,2019K,0.65,,,,,
l2_learn,1785386174.0022223,http,home2,root1,tcp,GET:small.bin,,200.0,0.03,,,
l2_learn,1785386174.7542875,https,corp2,isp_gw,tcp,877K,0.6,,,,,
l2_learn,1785386175.0093098,http,corp1,cdn1,tcp,GET:small.bin,,200.0,53.33,,,
l2_learn,1785386176.272937,bulk,home1,cdn2,tcp,4132K,0.64,,,,,
l2_learn,1785386176.9350846,http,mob2,isp_gw,tcp,GET:large.bin,,404.0,1024.86,,,
l2_learn,1785386177.6683168,cloud,home2,isp_gw,tcp,1240K,0.67,,,,,
l2_learn,1785386177.9062498,http,home1,origin,tcp,GET:large.bin,,200.0,538.89,,,
l2_learn,1785386178.2338028,http,mob2,cdn2,tcp,GET:index.html,,200.0,0.02,,,
l2_learn,1785386179.3698027,http,corp1,origin,tcp,GET:large.bin,,503.0,167.59,,,
l2_learn,1785386179.4371955,streaming,mob1,origin,tcp,492K,0.6,,,,,
l2_learn,1785386179.931633,bulk,mob1,cdn2,tcp,1858K,0.67,,,,,
l2_learn,1785386180.2101524,http,corp2,origin,tcp,GET:index.html,,200.0,149.98,,,
l2_learn,1785386181.021814,voip,corp2,isp_gw,udp,37K,0.61,,,,,
l2_learn,1785386181.1812692,http,corp1,origin,tcp,GET:index.html,,200.0,55.83,,,
l2_learn,1785386181.835486,congestion_gen,all_clients,cdn2,tcp,15Mbps_link,0.57,,,,,
l2_learn,1785386182.1101086,dns,corp2,cdn2,udp,5K,0.64,,,,,
l2_learn,1785386183.0488355,http,home2,cdn1,tcp,GET:medium.bin,,200.0,770.98,,,
l2_learn,1785386183.1530194,bulk,corp1,isp_gw,tcp,4179K,0.64,,,,,
l2_learn,1785386184.5597982,http,home2,origin,tcp,GET:index.html,,200.0,200.36,,,
l2_learn,1785386185.140197,streaming,mob2,origin,tcp,1875K,0.57,,,,,
l2_learn,1785386187.1145008,web,mob2,isp_gw,tcp,660K,0.59,,,,,
l2_learn,1785386188.5348818,http,corp2,origin,tcp,POST:large.bin,,200.0,1574.67,,,
l2_learn,1785386188.545086,streaming,home1,origin,tcp,1626K,0.58,,,,,
l2_learn,1785386190.173066,http,home1,isp_gw,tcp,GET:large.bin,,200.0,1322.83,,,
l2_learn,1785386190.4305031,video,corp2,root1,udp,3192K,0.65,,,,,
l2_learn,1785386191.621176,http,corp2,isp_gw,tcp,GET:medium.bin,,200.0,122.54,,,
l2_learn,1785386192.0552175,web,corp1,isp_gw,tcp,615K,0.61,,,,,
l2_learn,1785386192.5621204,web,corp2,root1,tcp,88K,0.61,,,,,
l2_learn,1785386192.7761257,http,corp1,cdn1,tcp,GET:index.html,,200.0,115.63,,,
l2_learn,1785386193.3370852,burst,"home1,home2,corp1",root1,tcp,high,0.57,,,,,
l2_learn,1785386194.4501112,ssh,mob1,cdn2,tcp,15K,0.6,,,,,
l2_learn,1785386195.8424368,video,home2,cdn1,udp,1520K,0.56,,,,,
l2_learn,1785386196.8318863,bulk,home1,cdn2,tcp,2628K,0.59,,,,,
l2_learn,1785386197.6176107,web,mob1,origin,tcp,392K,0.56,,,,,
l2_learn,1785386197.915651,http,mob1,root1,tcp,GET:small.bin,,200.0,3797.45,,,
l2_learn,1785386198.6315238,ssh,home2,root1,tcp,27K,0.57,,,,,
l2_learn,1785386200.458608,web,corp2,cdn1,tcp,209K,0.54,,,,,
l2_learn,1785386200.5483575,http,corp1,cdn1,tcp,GET:medium.bin,,200.0,1324.09,,,
