routing,ts,client,client_ip,dns_server,dns_server_ip,domain,query_type,ttl,response_time_ms,cache_hit,source,rcode,is_suspicious
rip,1785386298.5701036,home1,10.9.0.1,root1,10.1.0.1,login.secure.bank,A,180,190.52,False,authoritative,NOERROR,False
rip,1785386302.186953,mob1,10.8.0.1,root1,10.1.0.1,api.service.io,A,120,0.01,False,authoritative,NOERROR,False
rip,1785386304.371235,home2,10.9.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.39,True,cache,NOERROR,False
rip,1785386306.222551,corp1,10.7.0.1,root1,10.1.0.1,malware.bad.evil,A,0,0.02,False,recursive,SERVFAIL,True
rip,1785386306.8294024,mob1,10.8.0.1,root1,10.1.0.1,news.portal.org,A,90,138.79,False,authoritative,NOERROR,False
rip,1785386308.4338627,home1,10.9.0.1,root1,10.1.0.1,social.media.app,A,60,58.33,False,authoritative,NOERROR,False
rip,1785386309.5826092,corp1,10.7.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.4,True,cache,NOERROR,False
rip,1785386311.8947835,home2,10.9.0.2,root1,10.1.0.1,game.server.gg,A,15,175.79,False,authoritative,NOERROR,False
rip,1785386314.6713605,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,139.17,False,authoritative,NOERROR,False
rip,1785386317.6821072,home1,10.9.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.35,True,cache,NOERROR,False
rip,1785386319.1420884,mob2,10.8.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,0.4,True,cache,NOERROR,False
rip,1785386322.8112962,mob1,10.8.0.1,root1,10.1.0.1,game.server.gg,A,15,0.03,False,recursive,NOERROR,False
rip,1785386323.531289,mob2,10.8.0.2,root1,10.1.0.1,news.portal.org,A,90,138.85,False,authoritative,NOERROR,False
rip,1785386327.3252473,home2,10.9.0.2,root1,10.1.0.1,login.secure.bank,A,180,0.49,True,cache,NOERROR,False
rip,1785386328.6046343,mob1,10.8.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,0.02,False,authoritative,NOERROR,False
rip,1785386331.5548344,mob2,10.8.0.2,root1,10.1.0.1,api.service.io,A,120,386.86,False,recursive,NOERROR,False
rip,1785386333.9146628,home1,10.9.0.1,root1,10.1.0.1,news.portal.org,A,90,556.74,False,recursive,NOERROR,False
rip,1785386334.975073,mob1,10.8.0.1,root1,10.1.0.1,social.media.app,A,60,107.08,False,authoritative,NOERROR,False
rip,1785386337.744315,corp1,10.7.0.1,root1,10.1.0.1,game.server.gg,A,15,92.48,False,authoritative,NOERROR,False
rip,1785386340.073572,home1,10.9.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.31,True,cache,NOERROR,False
rip,1785386342.6551445,mob1,10.8.0.1,root1,10.1.0.1,login.secure.bank,A,180,105.58,False,authoritative,NOERROR,False
rip,1785386345.715977,mob2,10.8.0.2,root1,10.1.0.1,example.com,A,300,574.71,False,recursive,NOERROR,False
rip,1785386347.1820817,home2,10.9.0.2,root1,10.1.0.1,api.service.io,A,120,69.25,False,authoritative,NOERROR,False
rip,1785386348.6409154,home2,10.9.0.2,root1,10.1.0.1,api.service.io,A,120,0.22,True,cache,NOERROR,False
rip,1785386351.0888646,mob2,10.8.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,133.43,False,authoritative,NOERROR,False
rip,1785386353.5069296,mob1,10.8.0.1,root1,10.1.0.1,mail.example.com,MX,3600,0.22,True,cache,NOERROR,False
rip,1785386358.9944153,home2,10.9.0.2,root1,10.1.0.1,login.secure.bank,A,180,1107.7,False,authoritative,NOERROR,False
rip,1785386362.9886606,mob2,10.8.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.38,True,cache,NOERROR,False
rip,1785386366.1702688,corp1,10.7.0.1,root1,10.1.0.1,social.media.app,A,60,174.37,False,recursive,NOERROR,False
rip,1785386370.0820868,corp2,10.7.0.2,root1,10.1.0.1,malware.bad.evil,A,0,1118.31,False,authoritative,NOERROR,True
rip,1785386372.5700862,home2,10.9.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,161.83,False,recursive,NOERROR,False
rip,1785386373.871006,mob1,10.8.0.1,root1,10.1.0.1,social.media.app,A,60,0.4,True,cache,NOERROR,False
rip,1785386375.928521,mob1,10.8.0.1,root1,10.1.0.1,example.com,A,300,142.81,False,authoritative,REFUSED,False
rip,1785386377.0886548,corp2,10.7.0.2,root1,10.1.0.1,api.service.io,A,120,158.23,False,recursive,NOERROR,False
rip,1785386380.1828334,mob2,10.8.0.2,root1,10.1.0.1,news.portal.org,A,90,0.49,True,cache,NOERROR,False
rip,1785386381.1777527,corp1,10.7.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,90.09,False,authoritative,NOERROR,False
rip,1785386382.4511852,corp2,10.7.0.2,root1,10.1.0.1,api.service.io,A,120,0.12,True,cache,NOERROR,False
rip,1785386383.8732514,mob2,10.8.0.2,root1,10.1.0.1,login.secure.bank,A,180,0.28,True,cache,NOERROR,False
rip,1785386387.2204664,home2,10.9.0.2,root1,10.1.0.1,malware.bad.evil,A,0,69.96,False,authoritative,NXDOMAIN,True
rip,1785386391.2791142,mob2,10.8.0.2,root1,10.1.0.1,news.portal.org,A,90,0.23,True,cache,NOERROR,False
rip,1785386393.2011216,corp2,10.7.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,0.37,True,cache,NOERROR,False
rip,1785386394.2260892,home2,10.9.0.2,root1,10.1.0.1,example.com,A,300,0.47,True,cache,NOERROR,False
rip,1785386397.5265222,corp1,10.7.0.1,root1,10.1.0.1,video.stream.tv,A,30,739.37,False,authoritative,NOERROR,False
rip,1785386399.9018786,home1,10.9.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,302.75,False,recursive,NOERROR,False
rip,1785386402.5056903,mob1,10.8.0.1,root1,10.1.0.1,video.stream.tv,A,30,0.03,False,recursive,NOERROR,False
rip,1785386405.4025078,corp1,10.7.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.33,True,cache,NOERROR,False
rip,1785386409.4821427,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,475.97,False,authoritative,NOERROR,True
rip,1785386410.9258754,mob2,10.8.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,363.92,False,recursive,SERVFAIL,True
rip,1785386412.302425,mob2,10.8.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,1003.9,False,authoritative,SERVFAIL,True
rip,1785386414.8764017,home2,10.9.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,0.42,True,cache,NOERROR,False
rip,1785386417.0403268,home2,10.9.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,70.0,False,authoritative,NOERROR,False
rip,1785386419.450456,corp2,10.7.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.31,True,cache,NOERROR,False
rip,1785386421.6283903,mob1,10.8.0.1,root1,10.1.0.1,game.server.gg,A,15,108.54,False,authoritative,NOERROR,False
rip,1785386425.7217042,corp1,10.7.0.1,root1,10.1.0.1,search.engine.com,A,45,143.61,False,authoritative,NOERROR,False
rip,1785386428.0986388,mob2,10.8.0.2,root1,10.1.0.1,login.secure.bank,A,180,0.13,True,cache,NOERROR,False
rip,1785386431.244205,home1,10.9.0.1,root1,10.1.0.1,malware.bad.evil,A,0,127.94,False,recursive,NXDOMAIN,True
rip,1785386432.2476342,home1,10.9.0.1,root1,10.1.0.1,mail.example.com,MX,3600,0.36,True,cache,NOERROR,False
rip,1785386433.0058231,mob1,10.8.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,0.18,True,cache,NOERROR,False
rip,1785386435.9420946,corp2,10.7.0.2,root1,10.1.0.1,news.portal.org,A,90,153.8,False,recursive,NOERROR,False
rip,1785386436.78108,home2,10.9.0.2,root1,10.1.0.1,social.media.app,A,60,0.03,False,recursive,NOERROR,False
rip,1785386439.9813738,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,516.24,False,authoritative,NXDOMAIN,True
rip,1785386442.1645389,home1,10.9.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,81.69,False,authoritative,NOERROR,False
rip,1785386444.9101005,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,133.3,False,authoritative,NOERROR,False
rip,1785386446.6900065,mob1,10.8.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,108.09,False,authoritative,NOERROR,False
rip,1785386450.367138,home2,10.9.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.23,True,cache,NOERROR,False
rip,1785386452.3564992,mob1,10.8.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,0.44,True,cache,NOERROR,False
rip,1785386454.1133397,home1,10.9.0.1,root1,10.1.0.1,mail.example.com,MX,3600,0.15,True,cache,NOERROR,False
rip,1785386454.9657738,home1,10.9.0.1,root1,10.1.0.1,example.com,A,300,175.98,False,recursive,NOERROR,False
rip,1785386457.1659584,corp2,10.7.0.2,root1,10.1.0.1,news.portal.org,A,90,0.14,True,cache,NOERROR,False
rip,1785386460.430101,corp2,10.7.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.02,False,authoritative,NOERROR,False
rip,1785386465.046172,home1,10.9.0.1,root1,10.1.0.1,social.media.app,A,60,65.62,False,authoritative,NOERROR,False
rip,1785386467.6700876,home2,10.9.0.2,root1,10.1.0.1,game.server.gg,A,15,0.01,False,authoritative,NOERROR,False
rip,1785386468.7931097,mob2,10.8.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,132.12,False,authoritative,NXDOMAIN,False
rip,1785386469.5980935,corp1,10.7.0.1,root1,10.1.0.1,social.media.app,A,60,70.9,False,authoritative,NOERROR,False
rip,1785386471.3388224,home2,10.9.0.2,root1,10.1.0.1,social.media.app,A,60,0.18,True,cache,NOERROR,False
rip,1785386472.639032,corp1,10.7.0.1,root1,10.1.0.1,search.engine.com,A,45,170.28,False,authoritative,NOERROR,False
rip,1785386474.0052662,mob2,10.8.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.21,True,cache,NOERROR,False
rip,1785386476.2260935,home2,10.9.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,460.83,False,recursive,NXDOMAIN,True
rip,1785386477.2920492,home1,10.9.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,196.62,False,recursive,NOERROR,False
rip,1785386480.5860894,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,396.34,False,recursive,SERVFAIL,False
rip,1785386484.2140987,home1,10.9.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.4,True,cache,NOERROR,False
rip,1785386486.9398367,corp1,10.7.0.1,root1,10.1.0.1,social.media.app,A,60,0.31,True,cache,NOERROR,False
rip,1785386489.9354317,mob1,10.8.0.1,root1,10.1.0.1,search.engine.com,A,45,173.63,False,authoritative,NOERROR,False
rip,1785386493.8830624,corp2,10.7.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,0.37,True,cache,NOERROR,False
rip,1785386496.8326385,home1,10.9.0.1,root1,10.1.0.1,example.com,A,300,0.36,True,cache,NOERROR,False
rip,1785386497.9626122,home2,10.9.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,149.18,False,recursive,NOERROR,False
rip,1785386500.9945643,mob2,10.8.0.2,root1,10.1.0.1,example.com,A,300,0.42,True,cache,NOERROR,False
rip,1785386504.4550614,home2,10.9.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.3,True,cache,NOERROR,False
rip,1785386507.0060916,home2,10.9.0.2,root1,10.1.0.1,video.stream.tv,A,30,72.27,False,authoritative,NOERROR,False
rip,1785386509.353427,corp2,10.7.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.24,True,cache,NOERROR,False
rip,1785386511.567959,home2,10.9.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,330.57,False,recursive,SERVFAIL,True
rip,1785386514.8475842,corp1,10.7.0.1,root1,10.1.0.1,game.server.gg,A,15,0.02,False,authoritative,NOERROR,False
rip,1785386518.77414,corp1,10.7.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.02,False,authoritative,NOERROR,False
rip,1785386520.4904065,home1,10.9.0.1,root1,10.1.0.1,api.service.io,A,120,61.51,False,authoritative,NOERROR,False
rip,1785386523.3109071,mob1,10.8.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.5,True,cache,NOERROR,False
rip,1785386526.2571447,corp2,10.7.0.2,root1,10.1.0.1,malware.bad.evil,A,0,147.07,False,authoritative,NOERROR,True
rip,1785386529.7261453,mob2,10.8.0.2,root1,10.1.0.1,malware.bad.evil,A,0,236.18,False,authoritative,SERVFAIL,True
rip,1785386531.113349,home2,10.9.0.2,root1,10.1.0.1,search.engine.com,A,45,72.84,False,authoritative,NOERROR,False
rip,1785386532.1988778,corp2,10.7.0.2,root1,10.1.0.1,social.media.app,A,60,117.55,,recursive,NOERROR,False
rip,1785386534.2940834,home2,10.9.0.2,root1,10.1.0.1,search.engine.com,A,45,0.38,True,cache,NOERROR,False
rip,1785386538.2681446,mob2,10.8.0.2,root1,10.1.0.1,api.service.io,A,120,256.03,False,recursive,NOERROR,False
rip,1785386539.1749406,home1,10.9.0.1,root1,10.1.0.1,game.server.gg,A,15,61.84,False,authoritative,NOERROR,False
rip,1785386540.5570226,mob2,10.8.0.2,root1,10.1.0.1,login.secure.bank,A,180,136.9,False,authoritative,NOERROR,False
rip,1785386543.0545003,mob1,10.8.0.1,root1,10.1.0.1,api.service.io,A,120,105.52,False,authoritative,NOERROR,False
rip,1785386545.5285134,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,76.37,False,authoritative,NOERROR,False
rip,1785386546.7107384,home2,10.9.0.2,root1,10.1.0.1,malware.bad.evil,A,0,0.02,False,authoritative,NXDOMAIN,True
rip,1785386547.2496843,corp2,10.7.0.2,root1,10.1.0.1,login.secure.bank,A,180,179.11,False,recursive,NOERROR,False
rip,1785386549.4261026,corp2,10.7.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,0.48,True,cache,NOERROR,False
rip,1785386552.9581668,corp1,10.7.0.1,root1,10.1.0.1,malware.bad.evil,A,0,796.54,False,authoritative,SERVFAIL,True
rip,1785386554.6270628,corp1,10.7.0.1,root1,10.1.0.1,example.com,A,300,65.87,False,authoritative,NOERROR,False
rip,1785386555.3187125,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,137.45,False,authoritative,NOERROR,False
rip,1785386557.0775669,home1,10.9.0.1,root1,10.1.0.1,login.secure.bank,A,180,58.49,False,authoritative,NOERROR,False
rip,1785386558.206142,home1,10.9.0.1,root1,10.1.0.1,video.stream.tv,A,30,482.85,False,authoritative,NOERROR,False
rip,1785386561.8699403,corp2,10.7.0.2,root1,10.1.0.1,video.stream.tv,A,30,65.75,False,authoritative,NOERROR,False
rip,1785386565.557308,home2,10.9.0.2,root1,10.1.0.1,search.engine.com,A,45,0.34,True,cache,NOERROR,False
rip,1785386567.7849452,home2,10.9.0.2,root1,10.1.0.1,search.engine.com,A,45,0.22,True,cache,NOERROR,False
rip,1785386569.2925408,mob2,10.8.0.2,root1,10.1.0.1,example.com,A,300,0.17,True,cache,NOERROR,False
rip,1785386571.7861145,corp2,10.7.0.2,root1,10.1.0.1,social.media.app,A,60,0.49,True,cache,NOERROR,False
rip,1785386575.2420878,mob1,10.8.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.03,False,recursive,NOERROR,False
rip,1785386578.8281467,mob2,10.8.0.2,root1,10.1.0.1,example.com,A,300,0.21,True,cache,NOERROR,False
rip,1785386579.9160962,corp2,10.7.0.2,root1,10.1.0.1,login.secure.bank,A,180,0.3,True,cache,NOERROR,False
rip,1785386581.8220985,home1,10.9.0.1,root1,10.1.0.1,example.com,A,300,0.25,True,cache,NOERROR,False
rip,1785386584.1554444,home1,10.9.0.1,root1,10.1.0.1,video.stream.tv,A,30,0.21,True,cache,NOERROR,False
rip,1785386586.9107585,mob1,10.8.0.1,root1,10.1.0.1,game.server.gg,A,15,733.59,False,authoritative,NOERROR,False
rip,1785386590.3190067,corp2,10.7.0.2,root1,10.1.0.1,video.stream.tv,A,30,0.29,True,cache,NOERROR,False
rip,1785386591.2553363,home1,10.9.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,0.14,True,cache,NOERROR,False
rip,1785386593.902418,corp1,10.7.0.1,root1,10.1.0.1,search.engine.com,A,45,64.46,False,authoritative,NOERROR,False
rip,1785386597.8380976,mob2,10.8.0.2,root1,10.1.0.1,search.engine.com,A,45,367.07,False,recursive,NOERROR,False
rip,1785386600.2811868,corp1,10.7.0.1,root1,10.1.0.1,login.secure.bank,A,180,63.76,False,authoritative,NOERROR,False
rip,1785386602.2087617,mob1,10.8.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.23,True,cache,NOERROR,False
rip,1785386605.97079,corp1,10.7.0.1,root1,10.1.0.1,news.portal.org,A,90,2768.76,False,authoritative,NOERROR,False
rip,1785386610.1464324,home1,10.9.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,59.03,False,authoritative,NOERROR,False
rip,1785386611.081191,home2,10.9.0.2,root1,10.1.0.1,social.media.app,A,60,68.75,False,authoritative,NOERROR,False
rip,1785386612.7228937,home2,10.9.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,68.67,False,authoritative,SERVFAIL,True
rip,1785386615.3887565,mob2,10.8.0.2,root1,10.1.0.1,search.engine.com,A,45,0.25,True,cache,NOERROR,False
rip,1785386618.6985486,corp2,10.7.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,0.05,False,recursive,SERVFAIL,True
rip,1785386620.4436014,home1,10.9.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,61.72,False,authoritative,NOERROR,False
rip,1785386623.0937462,mob2,10.8.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.21,True,cache,NOERROR,False
rip,1785386624.5650053,mob2,10.8.0.2,root1,10.1.0.1,social.media.app,A,60,0.02,False,authoritative,NOERROR,False
rip,1785386627.7621195,home2,10.9.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,69.61,False,authoritative,NOERROR,False
rip,1785386628.9749656,mob1,10.8.0.1,root1,10.1.0.1,malware.bad.evil,A,0,2371.19,False,authoritative,NXDOMAIN,True
rip,1785386633.7980976,corp1,10.7.0.1,root1,10.1.0.1,login.secure.bank,A,180,0.34,True,cache,NOERROR,False
rip,1785386635.2360916,mob1,10.8.0.1,root1,10.1.0.1,game.server.gg,A,15,252.27,False,recursive,NOERROR,False
rip,1785386636.2259564,mob2,10.8.0.2,root1,10.1.0.1,video.stream.tv,A,30,0.03,False,recursive,NOERROR,False
rip,1785386639.1102598,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,0.02,False,authoritative,NOERROR,True
rip,1785386641.723961,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,0.04,False,recursive,NOERROR,False
rip,1785386643.1072416,home2,10.9.0.2,root1,10.1.0.1,news.portal.org,A,90,0.03,False,recursive,NOERROR,False
rip,1785386646.3897543,mob2,10.8.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.01,False,authoritative,NOERROR,False
rip,1785386647.720074,home1,10.9.0.1,root1,10.1.0.1,video.stream.tv,A,30,59.06,False,authoritative,NOERROR,False
rip,1785386650.4541094,home2,10.9.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.42,True,cache,NOERROR,False
rip,1785386653.1534226,corp1,10.7.0.1,root1,10.1.0.1,api.service.io,A,120,364.34,False,recursive,NOERROR,False
rip,1785386657.0541234,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,265.8,False,recursive,NOERROR,True
rip,1785386660.914847,corp2,10.7.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.11,True,cache,NOERROR,False
rip,1785386663.361859,home1,10.9.0.1,root1,10.1.0.1,malware.bad.evil,A,0,131.43,False,recursive,NOERROR,True
rip,1785386665.5957556,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,392.68,False,recursive,NOERROR,False
rip,1785386667.4859853,mob2,10.8.0.2,root1,10.1.0.1,game.server.gg,A,15,0.41,True,cache,NOERROR,False
rip,1785386669.1221,mob2,10.8.0.2,root1,10.1.0.1,malware.bad.evil,A,0,1183.29,False,recursive,NXDOMAIN,True
rip,1785388698.2630131,home2,10.9.0.2,root1,10.1.0.1,search.engine.com,A,45,72.62,False,authoritative,NOERROR,False
ospf,1785385394.8734765,corp1,10.7.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,53.17,,authoritative,NOERROR,False
ospf,1785385397.4031594,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,45.27,,authoritative,NOERROR,True
ospf,1785385399.546206,mob2,10.8.0.2,root1,10.1.0.1,social.media.app,A,60,161.11,,authoritative,NOERROR,False
ospf,1785385403.239479,home1,10.9.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,78.42,,authoritative,NOERROR,False
ospf,1785385405.2998557,corp1,10.7.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,166.91,False,recursive,SERVFAIL,True
ospf,1785385406.9174063,home2,10.9.0.2,root1,10.1.0.1,game.server.gg,A,15,112.03,,authoritative,NOERROR,False
ospf,1785385409.875549,home2,10.9.0.2,root1,10.1.0.1,iot-hub.device.net,A,600,226.3,,recursive,NOERROR,False
ospf,1785385413.19428,home2,10.9.0.2,root1,10.1.0.1,news.portal.org,A,90,853.63,,recursive,NOERROR,False
ospf,1785385417.058108,home2,10.9.0.2,root1,10.1.0.1,game.server.gg,A,15,0.24,True,cache,NOERROR,False
ospf,1785385420.922087,home2,10.9.0.2,root1,10.1.0.1,social.media.app,A,60,151.73,,recursive,NOERROR,False
ospf,1785385424.3167648,home2,10.9.0.2,root1,10.1.0.1,example.com,A,300,89.07,,authoritative,NOERROR,False
ospf,1785385425.2860942,home1,10.9.0.1,root1,10.1.0.1,news.portal.org,A,90,82.02,,authoritative,NOERROR,False
ospf,1785385429.141963,home1,10.9.0.1,root1,10.1.0.1,c2.hidden.onion,A,0,268.71,,recursive,NXDOMAIN,True
ospf,1785385431.6981473,corp1,10.7.0.1,root1,10.1.0.1,malware.bad.evil,A,0,104.72,,recursive,NXDOMAIN,True
ospf,1785385433.986092,mob2,10.8.0.2,root1,10.1.0.1,video.stream.tv,A,30,159.77,,authoritative,NOERROR,False
ospf,1785385439.034618,mob2,10.8.0.2,root1,10.1.0.1,mail.example.com,MX,3600,300.77,,recursive,NOERROR,False
ospf,1785385445.767002,mob2,10.8.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.25,True,cache,NOERROR,False
ospf,1785385449.7250144,mob2,10.8.0.2,root1,10.1.0.1,social.media.app,A,60,0.19,True,cache,NOERROR,False
ospf,1785385452.4009385,corp1,10.7.0.1,root1,10.1.0.1,malware.bad.evil,A,0,48.89,False,authoritative,NOERROR,True
ospf,1785385454.3305132,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,253.21,,authoritative,NOERROR,False
ospf,1785385456.9773176,corp2,10.7.0.2,root1,10.1.0.1,api.service.io,A,120,47.81,,authoritative,NOERROR,False
ospf,1785385458.488562,mob2,10.8.0.2,root1,10.1.0.1,malware.bad.evil,A,0,371.93,,recursive,NXDOMAIN,True
ospf,1785385461.6261055,mob1,10.8.0.1,root1,10.1.0.1,mail.example.com,MX,3600,1005.13,,authoritative,NOERROR,False
ospf,1785385465.818126,mob2,10.8.0.2,root1,10.1.0.1,example.com,A,300,457.66,,recursive,NOERROR,False
ospf,1785385467.6101086,corp2,10.7.0.2,root1,10.1.0.1,api.service.io,A,120,0.27,True,cache,NOERROR,False
ospf,1785385470.613845,home1,10.9.0.1,root1,10.1.0.1,cloud.storage.io,AAAA,120,137.71,,recursive,NOERROR,False
ospf,1785385471.4998631,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,0.11,True,cache,NOERROR,False
ospf,1785385473.494795,corp2,10.7.0.2,root1,10.1.0.1,game.server.gg,A,15,152.99,,recursive,NOERROR,False
ospf,1785385475.6660118,home2,10.9.0.2,root1,10.1.0.1,malware.bad.evil,A,0,0.01,,authoritative,NXDOMAIN,True
ospf,1785385476.7822895,mob1,10.8.0.1,root1,10.1.0.1,example.com,A,300,212.8,,authoritative,NOERROR,False
ospf,1785385480.918099,corp2,10.7.0.2,root1,10.1.0.1,mail.example.com,MX,3600,124.74,,recursive,NOERROR,False
ospf,1785385484.9214883,corp2,10.7.0.2,root1,10.1.0.1,login.secure.bank,A,180,46.52,,authoritative,NOERROR,False
ospf,1785385486.547966,home1,10.9.0.1,root1,10.1.0.1,api.service.io,A,120,0.01,,authoritative,NOERROR,False
ospf,1785385488.996572,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,0.12,True,cache,NOERROR,False
ospf,1785385489.6402826,corp2,10.7.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,46.56,,authoritative,NOERROR,False
ospf,1785385492.580921,mob2,10.8.0.2,root1,10.1.0.1,api.service.io,A,120,0.02,,authoritative,NOERROR,False
ospf,1785385493.8780887,home1,10.9.0.1,root1,10.1.0.1,login.secure.bank,A,180,185.1,,recursive,NOERROR,False
ospf,1785385497.531288,mob2,10.8.0.2,root1,10.1.0.1,malware.bad.evil,A,0,154.74,False,authoritative,NXDOMAIN,True
ospf,1785385498.9117076,corp1,10.7.0.1,root1,10.1.0.1,malware.bad.evil,A,0,45.73,False,authoritative,SERVFAIL,True
ospf,1785385502.6020913,home1,10.9.0.1,root1,10.1.0.1,video.stream.tv,A,30,196.87,,recursive,NOERROR,False
ospf,1785385504.02883,mob2,10.8.0.2,root1,10.1.0.1,social.media.app,A,60,1001.43,False,authoritative,NOERROR,False
ospf,1785385507.6071348,mob2,10.8.0.2,root1,10.1.0.1,malware.bad.evil,A,0,398.94,False,recursive,SERVFAIL,True
ospf,1785385509.2067494,corp1,10.7.0.1,root1,10.1.0.1,login.secure.bank,A,180,55.51,,authoritative,NOERROR,False
ospf,1785385511.4681797,mob1,10.8.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,130.9,,authoritative,NOERROR,False
ospf,1785385514.3278906,mob2,10.8.0.2,root1,10.1.0.1,cloud.storage.io,AAAA,120,0.02,,authoritative,NOERROR,False
ospf,1785385515.4656725,corp1,10.7.0.1,root1,10.1.0.1,social.media.app,A,60,50.3,,authoritative,NOERROR,False
ospf,1785385516.5016348,corp1,10.7.0.1,root1,10.1.0.1,example.com,A,300,143.5,,recursive,NOERROR,False
ospf,1785385518.6555955,mob2,10.8.0.2,root1,10.1.0.1,c2.hidden.onion,A,0,0.02,,authoritative,NOERROR,True
ospf,1785385522.2406654,home2,10.9.0.2,root1,10.1.0.1,malware.bad.evil,A,0,214.75,False,recursive,NXDOMAIN,True
ospf,1785385524.622674,mob2,10.8.0.2,root1,10.1.0.1,mail.example.com,MX,3600,0.34,True,cache,NOERROR,False
ospf,1785385526.6704507,mob1,10.8.0.1,root1,10.1.0.1,iot-hub.device.net,A,600,0.36,True,cache,NOERROR,False
ospf,1785385527.5658326,home2,10.9.0.2,root1,10.1.0.1,malware.bad.evil,A,0,140.3,False,authoritative,NOERROR,True
ospf,1785385530.526095,corp2,10.7.0.2,root1,10.1.0.1,cdn.example.com,CNAME,60,0.29,True,cache,NOERROR,False
ospf,1785385534.312169,corp1,10.7.0.1,root1,10.1.0.1,cdn.example.com,CNAME,60,46.11,False,authoritative,NOERROR,False
ospf,1785385538.3581274,mob1,10.8.0.1,root1,10.1.0.1,api.service.io,A,120,128.18,,authoritative,NOERROR,False
