routing,ts,conn_id,client,client_ip,server,server_ip,method,url,port,status_code,response_time_ms,bytes_transferred,keep_alive,user_agent,tls
rip,1785386087.8101642,340,mob2,10.8.0.2,cdn2,10.4.0.2,GET,/large.bin,80,200,5179.54,204800,True,Chrome/125,True
rip,1785386090.6301768,341,corp2,10.7.0.2,isp_gw,10.2.0.1,POST,/index.html,80,200,2308.97,100,True,Mozilla/5.0,False
rip,1785386096.1759467,342,corp1,10.7.0.1,cdn1,10.4.0.1,POST,/large.bin,80,304,4107.31,204800,False,Mozilla/5.0,True
rip,1785386097.1702015,343,home2,10.9.0.2,root1,10.1.0.1,GET,/index.html,80,200,375.71,100,False,Chrome/125,False
rip,1785386099.919197,344,home1,10.9.0.1,isp_gw,10.2.0.1,POST,/large.bin,80,200,1552.9,204800,True,Chrome/125,True
rip,1785386101.2418404,345,home2,10.9.0.2,cdn2,10.4.0.2,GET,/medium.bin,80,200,465.97,51200,True,curl/8.0,True
rip,1785386102.4088483,346,mob2,10.8.0.2,origin,10.5.0.1,GET,/index.html,80,200,367.2,100,True,Chrome/125,False
rip,1785386103.402524,347,home2,10.9.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,463.1,51200,True,curl/8.0,True
rip,1785386106.693673,348,home2,10.9.0.2,cdn1,10.4.0.1,POST,/index.html,80,200,1874.25,100,False,Mozilla/5.0,False
rip,1785386108.3097484,349,mob1,10.8.0.1,origin,10.5.0.1,GET,/small.bin,80,200,307.76,5120,True,Mozilla/5.0,True
rip,1785386109.8063314,350,home2,10.9.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,825.21,51200,True,curl/8.0,True
rip,1785386112.163879,351,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,1192.67,204800,True,python-requests/2.31,False
rip,1785386115.914105,352,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,200,2336.76,204800,True,python-requests/2.31,True
rip,1785386122.9787138,353,corp1,10.7.0.1,origin,10.5.0.1,GET,/small.bin,80,200,5532.59,5120,False,Chrome/125,False
rip,1785386123.9901092,354,home2,10.9.0.2,root1,10.1.0.1,GET,/medium.bin,80,200,323.77,51200,True,curl/8.0,True
rip,1785386125.631456,355,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,1323.09,204800,True,Chrome/125,True
rip,1785386127.7241905,356,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,611.98,51200,True,python-requests/2.31,False
rip,1785386131.6781838,357,corp1,10.7.0.1,origin,10.5.0.1,POST,/medium.bin,80,404,3279.55,51200,True,Mozilla/5.0,True
rip,1785386133.9284863,358,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/medium.bin,80,200,1707.53,51200,True,curl/8.0,True
rip,1785386134.3541152,359,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,0.01,100,True,curl/8.0,False
rip,1785386134.774039,360,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,69.61,100,True,Chrome/125,False
rip,1785386136.8398716,361,mob2,10.8.0.2,cdn2,10.4.0.2,GET,/large.bin,80,200,1315.91,204800,True,curl/8.0,False
rip,1785386137.9319692,362,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,275.68,100,True,python-requests/2.31,False
rip,1785386139.3865886,363,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/index.html,80,301,396.48,100,True,python-requests/2.31,False
rip,1785386140.7861362,364,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,852.03,204800,True,python-requests/2.31,True
rip,1785386141.784509,365,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,524.94,204800,True,python-requests/2.31,True
rip,1785386144.4912732,366,corp1,10.7.0.1,cdn2,10.4.0.2,POST,/medium.bin,80,200,1797.8,51200,True,python-requests/2.31,True
rip,1785386147.355347,367,corp1,10.7.0.1,cdn2,10.4.0.2,POST,/large.bin,80,200,1560.71,204800,False,Chrome/125,True
rip,1785386148.6924288,368,corp2,10.7.0.2,origin,10.5.0.1,GET,/index.html,80,200,111.62,100,True,curl/8.0,False
rip,1785386150.0819497,369,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,207.75,100,True,curl/8.0,False
rip,1785386151.3492637,370,mob1,10.8.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,0.01,51200,False,python-requests/2.31,True
rip,1785386152.4297478,371,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/medium.bin,80,200,331.62,51200,True,curl/8.0,False
rip,1785386153.2485468,372,corp2,10.7.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,200,349.43,204800,True,Chrome/125,True
rip,1785386157.9840298,373,corp2,10.7.0.2,cdn2,10.4.0.2,POST,/index.html,80,304,3239.07,100,False,Chrome/125,False
rip,1785386158.6865356,374,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,299.11,51200,False,Mozilla/5.0,True
rip,1785386160.3768277,375,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,346.71,100,False,Mozilla/5.0,False
rip,1785386162.1177423,376,mob1,10.8.0.1,origin,10.5.0.1,GET,/large.bin,80,200,1061.09,204800,True,Mozilla/5.0,False
rip,1785386163.2841003,377,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,234.81,204800,True,python-requests/2.31,True
rip,1785386164.740562,378,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,502.0,204800,False,Chrome/125,True
rip,1785386166.015309,379,corp2,10.7.0.2,isp_gw,10.2.0.1,GET,/medium.bin,80,200,0.01,51200,True,Mozilla/5.0,False
rip,1785386167.1256754,380,home1,10.9.0.1,cdn2,10.4.0.2,GET,/large.bin,80,200,686.68,204800,True,curl/8.0,False
rip,1785386168.453602,381,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,222.18,100,True,Chrome/125,False
rip,1785386169.6392107,382,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,233.35,100,False,python-requests/2.31,False
rip,1785386171.1626222,383,home1,10.9.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,208.5,100,False,curl/8.0,False
rip,1785386172.3403614,384,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,818.67,51200,False,Chrome/125,True
rip,1785386175.2569897,385,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,200,2614.39,204800,False,python-requests/2.31,False
rip,1785386176.2105885,386,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/medium.bin,80,200,197.11,51200,False,curl/8.0,True
rip,1785386176.9153955,387,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/small.bin,80,200,117.2,5120,True,Mozilla/5.0,True
rip,1785386177.8043945,388,home1,10.9.0.1,root1,10.1.0.1,GET,/small.bin,80,200,126.22,5120,True,Chrome/125,True
rip,1785386178.6291623,389,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/small.bin,80,200,82.89,5120,True,Mozilla/5.0,True
rip,1785386179.9162009,390,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,355.96,100,False,Chrome/125,False
rip,1785386181.3021376,391,corp2,10.7.0.2,origin,10.5.0.1,GET,/medium.bin,80,304,174.62,51200,False,python-requests/2.31,False
rip,1785386182.5837553,392,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,77.58,100,True,Chrome/125,False
rip,1785386187.5741365,393,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/small.bin,80,404,0.02,5120,True,python-requests/2.31,True
rip,1785386189.138232,394,mob2,10.8.0.2,root1,10.1.0.1,GET,/index.html,80,200,268.13,100,True,curl/8.0,False
rip,1785386189.6946175,395,mob1,10.8.0.1,root1,10.1.0.1,GET,/index.html,80,200,212.49,100,True,python-requests/2.31,False
rip,1785386190.5387218,396,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,167.74,51200,True,python-requests/2.31,True
rip,1785386192.2065587,397,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,404,1094.93,204800,False,Chrome/125,True
rip,1785386195.902436,398,mob2,10.8.0.2,cdn2,10.4.0.2,POST,/small.bin,80,200,2693.2,5120,True,curl/8.0,True
rip,1785386197.2223103,399,home1,10.9.0.1,cdn2,10.4.0.2,GET,/small.bin,80,200,218.56,5120,True,Mozilla/5.0,False
rip,1785386200.2903314,400,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/index.html,80,200,304.13,100,True,Chrome/125,False
rip,1785386201.604897,401,mob1,10.8.0.1,root1,10.1.0.1,GET,/large.bin,80,200,615.49,204800,True,python-requests/2.31,False
rip,1785386202.2702985,402,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/small.bin,80,200,218.28,5120,True,curl/8.0,False
rip,1785386203.0371876,403,mob1,10.8.0.1,origin,10.5.0.1,GET,/small.bin,80,200,303.85,5120,True,curl/8.0,True
rip,1785386207.0568624,404,home2,10.9.0.2,origin,10.5.0.1,POST,/small.bin,80,301,2865.48,5120,True,Mozilla/5.0,True
rip,1785386207.409695,405,corp2,10.7.0.2,origin,10.5.0.1,GET,/large.bin,80,404,0.01,204800,True,Mozilla/5.0,True
rip,1785386207.83227,406,corp2,10.7.0.2,root1,10.1.0.1,GET,/large.bin,80,200,0.02,204800,True,python-requests/2.31,True
rip,1785386209.5695586,407,mob1,10.8.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,791.71,51200,False,Mozilla/5.0,True
rip,1785386211.4980826,408,mob1,10.8.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,512.74,51200,True,python-requests/2.31,True
rip,1785386213.858926,409,home2,10.9.0.2,cdn1,10.4.0.1,POST,/medium.bin,80,200,1862.45,51200,True,Mozilla/5.0,False
rip,1785386215.6377127,410,mob1,10.8.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,307.16,100,True,curl/8.0,False
rip,1785386216.411287,411,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,60.72,100,True,python-requests/2.31,False
rip,1785386220.0456588,412,corp2,10.7.0.2,cdn1,10.4.0.1,POST,/small.bin,80,404,2434.67,5120,True,Chrome/125,False
rip,1785386220.8618145,413,home1,10.9.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,208.95,100,True,Chrome/125,False
rip,1785386221.6253965,414,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/large.bin,80,200,320.02,204800,True,Chrome/125,False
rip,1785386222.6290698,415,mob2,10.8.0.2,origin,10.5.0.1,GET,/small.bin,80,200,366.96,5120,True,curl/8.0,True
rip,1785386225.8956342,416,home1,10.9.0.1,cdn1,10.4.0.1,POST,/large.bin,80,200,2660.68,204800,False,python-requests/2.31,False
rip,1785386226.6873505,417,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,140.05,100,True,Chrome/125,False
rip,1785386227.384518,418,home1,10.9.0.1,root1,10.1.0.1,GET,/small.bin,80,200,142.41,5120,True,Chrome/125,True
rip,1785386230.1592245,419,home2,10.9.0.2,cdn2,10.4.0.2,POST,/small.bin,80,200,1571.52,5120,True,Mozilla/5.0,True
rip,1785386234.018016,420,corp2,10.7.0.2,isp_gw,10.2.0.1,POST,/small.bin,80,200,2934.97,5120,True,curl/8.0,True
rip,1785386235.6708426,421,home2,10.9.0.2,cdn1,10.4.0.1,GET,/index.html,80,200,228.79,100,False,curl/8.0,False
rip,1785386236.6597493,422,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,156.67,51200,True,Chrome/125,False
rip,1785386239.5621035,423,mob2,10.8.0.2,root1,10.1.0.1,GET,/small.bin,80,200,1551.34,5120,True,Mozilla/5.0,True
rip,1785386241.3890133,424,corp1,10.7.0.1,origin,10.5.0.1,GET,/large.bin,80,301,394.24,204800,True,python-requests/2.31,True
rip,1785386241.9883196,425,corp2,10.7.0.2,origin,10.5.0.1,GET,/medium.bin,80,200,166.74,51200,True,Mozilla/5.0,False
rip,1785386244.1101525,426,corp1,10.7.0.1,origin,10.5.0.1,GET,/large.bin,80,304,691.23,204800,False,Chrome/125,True
rip,1785386245.330394,427,corp1,10.7.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,304.9,51200,False,python-requests/2.31,True
rip,1785386246.5960374,428,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,596.01,5120,True,python-requests/2.31,True
rip,1785386248.0923152,429,corp1,10.7.0.1,origin,10.5.0.1,GET,/medium.bin,80,301,161.29,51200,False,python-requests/2.31,True
rip,1785386249.846208,430,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,287.31,100,True,Mozilla/5.0,False
rip,1785386252.0183952,431,mob2,10.8.0.2,cdn2,10.4.0.2,GET,/large.bin,80,200,1390.82,204800,True,curl/8.0,False
rip,1785386252.9871895,432,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/index.html,80,304,246.64,100,True,python-requests/2.31,False
rip,1785386256.638717,433,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/medium.bin,80,500,2894.28,51200,True,Mozilla/5.0,False
rip,1785386260.428177,434,mob1,10.8.0.1,origin,10.5.0.1,POST,/index.html,80,404,2454.89,100,False,curl/8.0,False
rip,1785386264.6348844,435,mob2,10.8.0.2,isp_gw,10.2.0.1,POST,/index.html,80,200,3694.26,100,True,Mozilla/5.0,False
rip,1785386274.6206074,436,corp1,10.7.0.1,root1,10.1.0.1,GET,/large.bin,80,304,8115.41,204800,True,Mozilla/5.0,True
rip,1785386277.8746269,437,corp2,10.7.0.2,isp_gw,10.2.0.1,POST,/index.html,80,404,2180.61,100,True,curl/8.0,False
rip,1785386279.1816628,438,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,200,151.2,51200,True,python-requests/2.31,True
rip,1785386280.526183,439,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,301,648.14,204800,True,python-requests/2.31,False
rip,1785386281.82579,440,mob1,10.8.0.1,root1,10.1.0.1,GET,/medium.bin,80,200,422.43,51200,True,python-requests/2.31,True
rip,1785386283.3085716,441,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/large.bin,80,200,235.39,204800,True,python-requests/2.31,False
rip,1785386289.254157,442,corp2,10.7.0.2,cdn1,10.4.0.1,POST,/small.bin,80,200,4664.38,5120,True,Chrome/125,False
rip,1785386291.2842698,443,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,1061.12,204800,True,Mozilla/5.0,True
rip,1785386295.966158,444,home1,10.9.0.1,origin,10.5.0.1,POST,/small.bin,80,200,4212.4,5120,True,Mozilla/5.0,False
rip,1785386299.5334485,445,corp1,10.7.0.1,cdn2,10.4.0.2,POST,/index.html,80,200,2863.58,100,True,curl/8.0,False
rip,1785386300.8555036,446,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,301.74,100,False,Mozilla/5.0,False
rip,1785386304.6580997,447,mob1,10.8.0.1,cdn2,10.4.0.2,POST,/index.html,80,200,2520.87,100,True,Chrome/125,False
rip,1785386306.3065035,448,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,301,265.96,204800,True,python-requests/2.31,True
rip,1785386308.8544142,449,mob1,10.8.0.1,root1,10.1.0.1,GET,/large.bin,80,200,1127.71,204800,True,curl/8.0,False
rip,1785386310.4759622,450,home2,10.9.0.2,origin,10.5.0.1,GET,/small.bin,80,200,260.22,5120,True,Mozilla/5.0,False
rip,1785386311.341529,451,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/small.bin,80,200,81.37,5120,True,curl/8.0,True
rip,1785386312.8543527,452,home2,10.9.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,709.84,204800,True,python-requests/2.31,True
rip,1785386313.6610696,453,corp1,10.7.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,77.06,100,True,Mozilla/5.0,False
rip,1785386315.278371,454,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,275.73,100,True,Mozilla/5.0,False
rip,1785386316.2573645,455,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/index.html,80,500,355.73,100,True,python-requests/2.31,False
rip,1785386320.8926768,456,corp1,10.7.0.1,root1,10.1.0.1,GET,/small.bin,80,200,3062.1,5120,True,curl/8.0,True
rip,1785386323.8616722,457,mob1,10.8.0.1,origin,10.5.0.1,GET,/large.bin,80,200,2027.54,204800,True,Chrome/125,True
rip,1785386326.3092172,458,home1,10.9.0.1,isp_gw,10.2.0.1,POST,/medium.bin,80,200,1729.64,51200,True,Chrome/125,True
rip,1785386329.0945835,459,mob1,10.8.0.1,root1,10.1.0.1,POST,/small.bin,80,200,1904.76,5120,True,Mozilla/5.0,True
rip,1785386330.610115,460,mob1,10.8.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,612.72,51200,False,Mozilla/5.0,True
rip,1785386332.1625843,461,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,497.63,204800,True,Mozilla/5.0,False
rip,1785386334.017181,462,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/small.bin,80,304,82.99,5120,False,Mozilla/5.0,True
rip,1785386336.293368,463,corp2,10.7.0.2,cdn2,10.4.0.2,GET,/index.html,80,200,805.91,100,True,python-requests/2.31,False
rip,1785386337.8713086,464,mob2,10.8.0.2,root1,10.1.0.1,GET,/small.bin,80,200,301.08,5120,True,curl/8.0,False
rip,1785386340.9313889,465,corp1,10.7.0.1,root1,10.1.0.1,POST,/index.html,80,200,1858.29,100,True,Mozilla/5.0,False
rip,1785386347.1638834,466,corp1,10.7.0.1,cdn2,10.4.0.2,POST,/small.bin,80,200,5148.23,5120,True,curl/8.0,True
rip,1785386348.3292687,467,corp2,10.7.0.2,origin,10.5.0.1,GET,/medium.bin,80,200,173.26,51200,False,python-requests/2.31,False
rip,1785386350.4461305,468,corp1,10.7.0.1,isp_gw,10.2.0.1,POST,/medium.bin,80,200,1572.37,51200,True,curl/8.0,False
rip,1785386351.0725973,469,corp1,10.7.0.1,cdn2,10.4.0.2,GET,/medium.bin,80,200,149.23,51200,True,python-requests/2.31,False
rip,1785386352.263682,470,mob1,10.8.0.1,origin,10.5.0.1,GET,/index.html,80,200,301.57,100,True,python-requests/2.31,False
rip,1785386355.5310922,471,home1,10.9.0.1,isp_gw,10.2.0.1,POST,/index.html,80,200,2756.28,100,False,python-requests/2.31,False
rip,1785386357.7865007,472,mob1,10.8.0.1,origin,10.5.0.1,GET,/medium.bin,80,404,783.53,51200,False,python-requests/2.31,False
rip,1785386359.398898,473,home1,10.9.0.1,root1,10.1.0.1,GET,/index.html,80,200,130.01,100,False,Mozilla/5.0,False
rip,1785386364.014176,474,home2,10.9.0.2,cdn1,10.4.0.1,POST,/small.bin,80,200,3620.05,5120,False,python-requests/2.31,False
rip,1785386365.0071232,475,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,397.12,100,True,python-requests/2.31,False
rip,1785386365.9462085,476,mob2,10.8.0.2,origin,10.5.0.1,GET,/small.bin,80,200,371.02,5120,True,Chrome/125,True
rip,1785386366.8749447,477,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,227.48,100,False,python-requests/2.31,False
rip,1785386374.3981447,478,mob2,10.8.0.2,root1,10.1.0.1,GET,/medium.bin,80,304,7183.44,51200,True,curl/8.0,False
rip,1785386375.146171,479,corp2,10.7.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,84.01,5120,True,Chrome/125,True
rip,1785386376.346192,480,home1,10.9.0.1,origin,10.5.0.1,GET,/medium.bin,80,200,477.4,51200,False,Chrome/125,True
rip,1785386378.1398203,481,corp2,10.7.0.2,origin,10.5.0.1,GET,/index.html,80,500,388.13,100,True,Chrome/125,False
rip,1785386382.6853447,482,mob1,10.8.0.1,origin,10.5.0.1,POST,/small.bin,80,200,3532.16,5120,True,Mozilla/5.0,True
rip,1785386383.8863614,483,home2,10.9.0.2,root1,10.1.0.1,GET,/medium.bin,80,200,0.01,51200,True,curl/8.0,False
rip,1785386384.997894,484,home2,10.9.0.2,cdn2,10.4.0.2,GET,/large.bin,80,404,708.55,204800,True,Chrome/125,True
rip,1785386386.1477883,485,home1,10.9.0.1,root1,10.1.0.1,GET,/small.bin,80,301,122.83,5120,True,curl/8.0,True
rip,1785386387.1082964,486,home1,10.9.0.1,cdn2,10.4.0.2,GET,/small.bin,80,404,344.41,5120,True,python-requests/2.31,True
rip,1785386388.086752,487,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,200,518.83,204800,True,curl/8.0,True
rip,1785386389.3944762,488,home1,10.9.0.1,cdn2,10.4.0.2,GET,/small.bin,80,200,217.98,5120,True,python-requests/2.31,False
rip,1785386390.785234,489,corp1,10.7.0.1,origin,10.5.0.1,GET,/index.html,80,200,455.13,100,False,python-requests/2.31,False
rip,1785386393.5863552,490,home2,10.9.0.2,cdn1,10.4.0.1,GET,/small.bin,80,200,712.23,5120,False,curl/8.0,True
rip,1785386395.1145177,491,mob1,10.8.0.1,root1,10.1.0.1,GET,/small.bin,80,200,439.17,5120,False,curl/8.0,True
rip,1785386397.1298718,492,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,200,731.0,204800,True,Chrome/125,False
rip,1785386398.3822768,493,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/small.bin,80,200,321.76,5120,True,Chrome/125,True
rip,1785386403.0936804,494,mob2,10.8.0.2,isp_gw,10.2.0.1,GET,/large.bin,80,200,4271.05,204800,True,python-requests/2.31,False
rip,1785386403.9682548,495,corp1,10.7.0.1,origin,10.5.0.1,GET,/small.bin,80,200,0.02,5120,False,Chrome/125,False
rip,1785386405.2230487,496,mob2,10.8.0.2,origin,10.5.0.1,GET,/small.bin,80,200,466.68,5120,True,python-requests/2.31,True
rip,1785386409.9741857,497,mob1,10.8.0.1,cdn2,10.4.0.2,POST,/large.bin,80,200,3648.75,204800,True,Chrome/125,False
rip,1785386414.913973,498,mob1,10.8.0.1,root1,10.1.0.1,POST,/small.bin,80,200,3579.32,5120,True,python-requests/2.31,False
rip,1785386418.128095,499,home1,10.9.0.1,cdn2,10.4.0.2,POST,/large.bin,80,200,1860.83,204800,True,curl/8.0,True
rip,1785386419.0409784,500,home1,10.9.0.1,origin,10.5.0.1,GET,/index.html,80,404,213.25,100,False,Chrome/125,False
rip,1785386419.9447498,501,home1,10.9.0.1,cdn1,10.4.0.1,GET,/medium.bin,80,404,422.63,51200,False,curl/8.0,False
rip,1785386421.4656453,502,corp2,10.7.0.2,origin,10.5.0.1,GET,/medium.bin,80,200,182.19,51200,True,Mozilla/5.0,True
rip,1785386425.8702023,503,mob2,10.8.0.2,root1,10.1.0.1,POST,/small.bin,80,200,3371.49,5120,True,python-requests/2.31,True
rip,1785386427.8919868,504,corp1,10.7.0.1,root1,10.1.0.1,GET,/large.bin,80,200,718.75,204800,False,Mozilla/5.0,True
rip,1785386430.3646054,505,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,1217.8,204800,True,Mozilla/5.0,True
rip,1785386433.66069,506,mob2,10.8.0.2,origin,10.5.0.1,GET,/large.bin,80,200,2360.05,204800,False,Chrome/125,True
rip,1785386435.8454466,507,mob2,10.8.0.2,cdn1,10.4.0.1,GET,/large.bin,80,200,1274.24,204800,False,Chrome/125,True
rip,1785386439.2131789,508,home2,10.9.0.2,isp_gw,10.2.0.1,POST,/small.bin,80,500,1887.36,5120,True,curl/8.0,False
rip,1785386440.6021235,509,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/index.html,80,200,150.03,100,False,python-requests/2.31,False
rip,1785386446.2145586,510,mob1,10.8.0.1,isp_gw,10.2.0.1,POST,/medium.bin,80,200,4535.76,51200,False,Mozilla/5.0,False
rip,1785386447.2366683,511,home2,10.9.0.2,root1,10.1.0.1,GET,/large.bin,80,200,538.83,204800,True,Mozilla/5.0,True
rip,1785386449.3861337,512,corp2,10.7.0.2,origin,10.5.0.1,POST,/index.html,80,301,1668.98,100,False,python-requests/2.31,False
rip,1785386450.9695325,513,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/index.html,80,200,142.6,100,True,Mozilla/5.0,False
rip,1785386453.147992,514,home2,10.9.0.2,cdn1,10.4.0.1,POST,/medium.bin,80,200,1733.24,51200,True,Chrome/125,True
rip,1785386453.481222,515,home1,10.9.0.1,origin,10.5.0.1,GET,/small.bin,80,200,0.01,5120,True,Chrome/125,False
rip,1785386456.9247258,516,mob1,10.8.0.1,isp_gw,10.2.0.1,POST,/index.html,80,200,2169.1,100,True,python-requests/2.31,False
rip,1785386460.63645,517,corp2,10.7.0.2,root1,10.1.0.1,POST,/large.bin,80,304,2646.67,204800,True,curl/8.0,True
rip,1785386462.8844872,518,corp2,10.7.0.2,root1,10.1.0.1,POST,/medium.bin,80,200,1586.66,51200,True,python-requests/2.31,True
rip,1785386465.2901807,519,mob1,10.8.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,200,2033.74,204800,True,Chrome/125,True
rip,1785386468.93744,520,home2,10.9.0.2,isp_gw,10.2.0.1,POST,/large.bin,80,200,3339.34,204800,True,Chrome/125,False
rip,1785386471.862975,521,home1,10.9.0.1,cdn1,10.4.0.1,POST,/index.html,80,200,2436.84,100,True,Chrome/125,False
rip,1785386475.2863164,522,home2,10.9.0.2,origin,10.5.0.1,POST,/small.bin,80,200,2068.69,5120,False,python-requests/2.31,True
rip,1785386479.952649,523,home2,10.9.0.2,cdn2,10.4.0.2,POST,/large.bin,80,301,3217.5,204800,True,python-requests/2.31,True
rip,1785386480.693316,524,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/index.html,80,200,335.67,100,True,Chrome/125,False
rip,1785386483.0195007,525,corp1,10.7.0.1,cdn1,10.4.0.1,GET,/large.bin,80,200,1370.17,204800,True,Mozilla/5.0,False
rip,1785386487.2254546,526,corp2,10.7.0.2,cdn2,10.4.0.2,POST,/small.bin,80,304,3165.55,5120,True,python-requests/2.31,True
rip,1785386488.6525989,527,corp2,10.7.0.2,root1,10.1.0.1,GET,/index.html,80,500,142.49,100,True,curl/8.0,False
rip,1785386493.989547,528,mob2,10.8.0.2,origin,10.5.0.1,POST,/large.bin,80,301,4282.29,204800,True,curl/8.0,True
rip,1785386495.1541824,529,mob1,10.8.0.1,cdn2,10.4.0.2,GET,/index.html,80,200,344.78,100,True,python-requests/2.31,False
rip,1785386496.3910024,530,home2,10.9.0.2,isp_gw,10.2.0.1,GET,/small.bin,80,200,151.98,5120,False,Mozilla/5.0,True
rip,1785386497.7828355,531,home1,10.9.0.1,isp_gw,10.2.0.1,GET,/large.bin,80,503,398.57,204800,False,Mozilla/5.0,True
rip,1785386499.1744022,532,mob2,10.8.0.2,root1,10.1.0.1,GET,/small.bin,80,200,953.38,5120,False,curl/8.0,True
rip,1785386499.804078,533,mob1,10.8.0.1,root1,10.1.0.1,GET,/index.html,80,200,236.63,100,True,curl/8.0,False
rip,1785386500.6821237,534,home2,10.9.0.2,root1,10.1.0.1,GET,/medium.bin,80,200,0.01,51200,True,curl/8.0,True
rip,1785386501.8562503,535,mob2,10.8.0.2,root1,10.1.0.1,GET,/medium.bin,80,304,870.66,51200,True,Chrome/125,False
rip,1785386502.5585885,536,home1,10.9.0.1,root1,10.1.0.1,GET,/large.bin,80,200,380.94,204800,False,python-requests/2.31,True
rip,1785386503.786468,537,home2,10.9.0.2,cdn1,10.4.0.1,GET,/index.html,80,200,496.62,100,False,curl/8.0,False
